sweetness,saltiness,sourness,bitterness,savoriness,fattiness,spiciness,id,title,cuisine
73.66,98.62,57.41,49.65,75.45,100.0,29800.0,993228,Chicken Cacciatore,Italian
100.0,21.36,13.13,41.71,10.93,41.57,67050.0,12440,Tuscan Minestrone,Italian
32.28,100.0,38.29,56.48,58.12,68.97,0.0,603436,Grilled pizza (how to) + cheese pizza dough,Italian
31.87,100.0,31.52,37.31,79.42,75.44,0.0,249233,Parmesan Crusted Pesto Tilapia Bruschetta,Italian
100.0,65.38,65.44,58.16,86.06,77.13,0.0,573580,Paleo Italian Wedding Soup,Italian
39.43,100.0,36.31,40.53,52.02,84.0,7400.0,209875,Very simple Margherita pizza,Italian
84.18,33.91,100.0,28.12,25.61,27.04,7450.0,802595,Chicken Parm Burger,Italian
48.86,100.0,19.62,29.09,65.5,74.47,3725.0,299362,Pasta Puttanesca,Italian
100.0,71.66,44.27,33.18,72.56,87.88,0.0,26925,Herbed Ricotta And Tomato Crostini,Italian
78.08,92.35,100.0,42.25,85.63,66.95,0.0,588435,Eggplant Parmesan Pasta { Gluten Free },Italian
41.22,100.0,9.89,6.85,46.25,46.14,5950.0,556405,La pappa al pomodoro - Tomato bread soup,Italian
60.55,100.0,49.27,58.16,50.18,68.46,11339.8,497553,Caprese Bruschetta,Italian
70.23,33.33,100.0,31.99,38.79,30.65,0.0,548235,Lemon Arugula Pizza,Italian
76.26,61.74,100.0,44.86,47.86,43.73,1694950.0,582951,Kahlúa Pumpkin Spice Latte Cocktail,Italian
20.15,100.0,14.5,16.74,55.41,66.04,14900.0,1012109,Shrimp Scampi with Peppers and Spinach,Italian
85.8,61.77,100.0,80.38,36.45,38.6,0.0,536978,Roasted Tomato Bruschetta,Italian
69.91,90.85,50.59,100.0,36.76,67.33,10125000.0,549969,Aunt Katie’s White Lasagna,Italian
44.64,100.0,56.42,35.4,65.45,59.76,0.0,592353,Italian Wonderpot (One Pot Pasta),Italian
33.64,100.0,33.7,52.83,31.68,51.5,29800.0,612865,Spinach and Feta Crock Pot Lasagna,Italian
76.42,100.0,72.07,34.28,58.41,58.16,0.0,154196,Italian Vegetable Stew,Italian
22.59,56.87,24.1,1.29,18.1,100.0,0.0,578611,Avocado risotto,Italian
100.0,21.64,30.46,24.42,24.98,70.46,0.0,532692,Slow Cooker Vegetarian Lasagna Soup,Italian
94.56,39.5,100.0,30.85,36.12,26.58,29800.0,524064,beet and caramelized onion bruschetta with goat cheese crumbles,Italian
44.66,58.81,17.49,34.21,19.52,100.0,0.0,492280,"Creamy Gnocchi, Butternut Squash and Spinach",Italian
47.5,100.0,33.05,26.39,34.21,61.38,0.0,611921,Vegan Pumpkin Alfredo Linguine,Italian
59.7,62.81,34.52,34.06,72.65,100.0,0.0,695698,Grilled Eggplant Parmesan Sandwich,Italian
98.01,84.94,100.0,51.39,41.98,46.09,5950.0,619722,Crostini di fegatini (Tuscan Chicken Liver Crostini),Italian
48.65,100.0,83.97,42.47,35.63,76.15,1487.5,510577,Sunday Slow Cooker: Chicken Cacciatore,Italian
38.7,100.0,53.38,26.05,71.08,52.21,0.0,588342,Sweet potato gnocchi with bolognese,Italian
33.77,100.0,37.93,12.96,74.04,56.3,14900.0,249245,Butternut Squash Carbonara,Italian
100.0,27.69,11.54,24.94,21.36,84.71,3500.0,713830,Sweet Potato Spinach Lasagna,Italian
76.27,33.66,100.0,34.2,44.0,21.69,0.0,95873,Minestrone Salad,Italian
52.4,31.43,26.86,25.3,45.31,100.0,14900.0,507119,Mini Cauliflower Crust Pizza Bites,Italian
100.0,50.96,83.61,33.62,54.17,55.62,44700.0,499519,Baked Ziti with Swiss Chard and Artichokes,Italian
67.6,32.35,100.0,25.42,23.32,71.78,0.0,489153,Healthy Spinach Lasagna Rolls,Italian
19.53,100.0,17.2,16.84,46.02,51.18,0.0,739867,Cream Cheese Crab Spread with Homemade Crostini,Italian
84.51,46.85,100.0,43.42,56.81,52.81,7450.0,446562,Chicken and Gnocchi Soup,Italian
60.37,93.97,100.0,59.86,69.55,86.92,5950.0,578131,Risotto primavera with parsley pesto,Italian
67.69,33.6,48.53,34.61,12.53,100.0,0.0,795237,Crock Pot Garlic Chicken Alfredo Lasagna,Italian
55.14,82.94,58.29,23.13,16.18,100.0,0.0,529960,Quinoa Pasta and Brussels Sprouts in Walnut Sauce,Italian
100.0,49.71,8.05,42.28,1.98,51.35,0.0,425866,Cheesy Vegetable Lasagna,Italian
82.51,100.0,55.51,39.79,37.94,59.47,14900.0,609927,Italian Orzo Spinach Soup,Italian
85.06,50.23,100.0,45.05,59.6,55.09,14900.0,492500,Italian Chopped Salad,Italian
64.39,81.27,58.5,31.64,61.41,100.0,0.0,212013,Italian stuffed courgettes,Italian
71.68,32.36,100.0,34.47,44.65,37.16,0.0,627842,Three-Cheese Skillet Lasagna,Italian
42.37,100.0,15.55,16.72,10.54,53.91,0.0,720461,Peanut Butter Banana Breakfast Pizza (Vegan + Gluten-Free),Italian
100.0,2.19,25.88,23.02,10.95,67.21,0.0,498211,Chicken Parmesan Hoagies,Italian
100.0,59.3,89.82,73.94,38.91,21.77,0.0,573368,Roasted Vegetable Whole Wheat Pizza,Italian
32.99,100.0,8.48,10.28,39.79,99.06,0.0,40281,Breakfast Pizza,Italian
26.16,100.0,31.99,19.88,60.53,72.42,0.0,509365,Hawaiian Pizza Salad,Italian
100.0,2.66,0.0,0.0,0.0,76.92,0.0,531234,Quinoa Fettuccine with Italian Sausage,Italian
82.72,61.91,100.0,75.48,73.05,72.11,5950.0,446480,spring kale panzanella,Italian
45.86,100.0,72.25,47.07,81.46,66.98,0.0,491775,Baked Chicken Ziti Stuffed Peppers,Italian
100.0,37.83,63.87,52.0,60.0,74.19,0.0,490830,Minestrone Soup,Italian
17.46,100.0,3.38,2.72,28.85,61.39,0.0,475072,Spinach-Artichoke French Bread Pizza {Saturdays with Rachael Ray},Italian
99.76,47.02,24.33,15.63,37.49,100.0,0.0,575410,Three-Cheese Lasagna,Italian
40.8,100.0,0.0,0.0,0.0,79.3,0.0,27050,Roasted Tomato And Garlic Pizza Sauce,Italian
70.12,100.0,68.47,39.74,46.39,71.62,0.0,596142,Brussels Sprouts and Tempeh,Italian
74.82,100.0,61.81,42.17,65.95,54.4,0.0,551290,crock pot italian beef sandwiches,Italian
16.84,100.0,26.41,20.9,41.42,64.82,9000.0,584814,"Kale, Mushroom & Sun-Dried Tomato Lasagna Rolls {Vegetarian}",Italian
20.87,100.0,25.92,31.68,71.05,58.78,0.0,717893,Light Italian One Pot Salmon & Orzo,Italian
58.07,100.0,6.95,5.6,39.96,64.29,17125.0,913118,Gnocchi with Quick Meat Sauce,Italian
73.17,99.9,27.51,9.99,23.0,100.0,0.0,300215,Cannellini Bean Soup with Kale and Garlic-Olive Oil Crostini,Italian
58.52,100.0,85.22,43.74,57.1,60.74,0.0,199599,"Easy No-Roll, No-Stretch Sicilian-Style Square Pizza at Home",Italian
63.53,100.0,43.34,17.07,70.57,67.56,0.0,359421,Slow Cooker Mushroom Barley Risotto,Italian
47.19,100.0,80.62,83.84,46.16,77.26,0.0,522902,Spinach Lasagna – A Great Vegetarian Alternative for Wednesday,Italian
18.61,100.0,9.47,10.47,23.59,66.75,0.0,541681,Italian Tempeh & Sweet Pepper Pasta,Italian
82.65,31.87,51.02,54.79,100.0,68.66,40000.0,573620,Quick Broiled Barramundi Fillets with Puttanesca Sauce,Italian
38.21,100.0,42.36,24.26,72.61,60.3,0.0,315550,Squash and Spinach Lasagna,Italian
26.32,100.0,49.0,96.78,43.55,34.82,0.0,751608,"Ricotta, Arugula and Grape Pizza with Pine Nuts and Lemon Oil",Italian
19.99,100.0,24.12,25.18,59.85,57.83,0.0,511814,Slow-Cooker Barley and Chickpea Risotto,Italian
39.67,100.0,37.83,57.95,66.02,73.14,0.0,697278,Pizza Roll-Up Bento Lunch,Italian
28.66,100.0,34.29,14.02,50.67,72.86,3725.0,512697,Roasted Chicken and Mushroom Pesto Pizza,Italian
100.0,16.38,35.33,36.31,72.63,95.91,0.0,608470,Pesto Pizza with Fresh Tomatoes and Mozzarella and Perfect Pizza at Home,Italian
100.0,39.41,29.84,69.31,30.17,64.97,0.0,687512,Easy Lasagna Soup,Italian
39.12,100.0,27.53,45.31,53.24,57.72,307450.0,684566,The Easiest Cauliflower Pizza Crust,Italian
76.41,55.61,100.0,41.68,63.81,61.03,0.0,715769,Broccolini Quinoa Pilaf,Italian
37.55,97.87,38.85,25.72,54.25,100.0,0.0,539682,Winter Minestrone Soup,Italian
38.96,100.0,43.28,20.38,60.15,73.6,0.0,985987,Pasta Primavera,Italian
61.04,5.96,0.0,0.0,0.0,100.0,22350.0,550020,Simple Crispy Basil Caramelized Garden Vegetable + Fontina French Bread Pizza,Italian
38.97,26.17,10.08,27.87,3.73,100.0,0.0,730958,Grain-Free Chia Buckwheat Pizza,Italian
70.86,48.81,100.0,34.69,38.23,42.76,29800.0,967795,The Easiest Cauliflower Pizza Crust,Italian
16.95,70.05,15.98,14.62,35.01,100.0,0.0,697959,Broccoli with Caramelized Shallots,Italian
100.0,85.58,51.77,40.48,93.84,92.93,0.0,508453,OSSO BUCO,Italian
88.42,93.77,100.0,50.78,73.77,57.8,0.0,510437,Sweet and Spicy Pizza Puffs,Italian
68.49,44.55,100.0,40.87,24.16,43.65,0.0,510424,Sunday Slow Cooker: Italian Beef,Italian
81.14,13.15,36.16,18.14,6.12,100.0,14900.0,23782,Eggplant & Fennel Calzones,Italian
84.37,41.69,100.0,27.7,30.74,46.62,14900.0,247787,Crispy Baked Quinoa Crusted Chicken Parmesan,Italian
36.54,100.0,84.78,45.06,41.65,82.11,0.0,798712,Sweet Potato Carbonara with Kale,Italian
59.73,2.12,16.22,100.0,2.22,17.1,0.0,572939,Roasted Balsamic Brussels Sprouts,Italian
59.41,100.0,43.31,53.2,91.1,69.33,0.0,559161,Pasta Shells with Cauliflower Alfredo Sauce,Italian
38.28,100.0,20.95,24.53,57.72,61.16,0.0,474282,"Gluten-Free, Grain-Free Mini Pizza Faces",Italian
73.37,63.16,100.0,56.91,43.19,85.34,11900.0,563058,"Butternut Squash, Spinach and Feta Pizza",Italian
42.13,100.0,42.62,38.94,55.95,54.31,11900.0,696804,Caramelized Onion Lasagna,Italian
79.25,36.06,100.0,32.95,22.98,20.45,0.0,553798,Slow Cooker Italian Beef Stew,Italian
16.5,100.0,16.6,15.15,56.96,59.39,5950.0,597193,Summertime Pasta Primavera,Italian
45.03,100.0,40.42,24.52,54.81,55.39,0.0,693888,Olive Garden Pasta e Fagioli Soup Copycat,Italian
25.75,34.07,100.0,42.66,32.86,19.77,7450.0,759797,Mushroom Ravioli with Green Pea Purée,Italian
67.39,100.0,99.43,46.57,63.31,73.44,29800.0,508312,SPAGHETTI AND ITALIAN TURKEY MEATBALLS,Italian
97.49,100.0,95.4,72.41,57.77,40.21,0.0,114398,Italian Style Rice and Beans,Italian
83.81,33.77,100.0,25.42,23.32,67.53,0.0,842683,Italian Turkey Meatball Minestrone Soup,Italian
38.96,100.0,48.93,16.14,69.65,62.19,0.0,47066,Vegan No-bake Lasagna With Cashew-basil Ricotta,Italian
93.97,90.27,97.9,61.4,48.05,100.0,0.0,567684,Tuna Pizza,Italian
65.85,67.6,51.25,69.55,61.23,100.0,14900.0,745790,Italian Springtime Lamb,Italian
64.79,0.62,0.0,0.0,0.0,100.0,0.0,764865,Clean Eating Italian Chickpea Quinoa Salad,Italian
18.18,100.0,9.48,10.59,23.22,78.97,0.0,405344,Butternut Squash and Pork Lasagna,Italian
15.62,100.0,13.57,15.79,65.62,69.74,0.0,626796,Baked Gnocchi with Spinach and Mushrooms (Dairy Free),Italian
43.43,100.0,75.91,44.59,58.51,50.42,0.0,824765,Easy Baked Italian Chicken and Veggie Foil Packets,Italian
56.61,100.0,71.14,46.76,61.3,65.49,0.0,25615,"Risotto With Butternut Squash, Leeks, And Basil",Italian
70.64,65.23,100.0,40.78,50.99,51.62,0.0,965785,Broccoli Rabe with Sweet Italian Sausage,Italian
27.17,100.0,29.94,23.18,59.38,58.54,0.0,606856,Spinach Four Cheese Lasagna Roll Ups,Italian
59.26,100.0,50.34,77.1,82.59,81.77,0.0,508581,Toasting to Six Years of ‘My Baking Heart’,Italian
35.55,100.0,44.6,37.16,79.98,72.59,0.0,568550,Weeknight Minestrone Soup,Italian
16.37,100.0,13.41,15.56,64.7,67.1,0.0,578249,Bruschetta Chicken Pasta: Easy Weeknight Italian,Italian
9.08,100.0,89.81,39.11,8.27,71.62,3500.0,20386,Winter Minestrone Soup,Italian
74.56,59.45,100.0,49.24,62.94,51.31,0.0,525447,Butternut Squash Skillet Lasagna,Italian
88.45,19.97,6.51,17.99,2.4,100.0,38700.0,720739,Kale Risotto with Farro,Italian
9.31,4.47,0.0,0.0,0.0,100.0,0.0,584159,Chicago-Style Stuffed Pizza,Italian
46.5,100.0,17.27,29.18,44.86,66.04,0.0,615914,Minestrone Verde,Italian
100.0,31.88,98.65,25.07,23.0,89.95,0.0,608094,Creamy Vegetarian Tuscan Bean Minestrone,Italian
44.17,79.03,32.4,33.11,52.68,100.0,0.0,563671,Sweet Potato Vegetable Lasagna,Italian
55.84,100.0,50.34,63.61,72.37,74.27,2975.0,675788,Crispy Chicken Parmesan with Tomatoes and Mozzarella,Italian
84.48,79.64,43.22,41.4,88.49,100.0,0.0,695462,"Sausage, Mushroom & Spinach Lasagna",Italian
49.79,100.0,69.51,33.31,77.26,61.15,0.0,465369,Spinach Lasagna with Walnut Pesto,Italian
54.5,76.92,24.12,15.68,38.17,100.0,0.0,621353,"Avocado, Mozzarella, and Bruschetta Chicken",Italian
51.11,100.0,40.61,38.08,79.61,84.88,0.0,974951,Spaghetti Squash “Pizza” Bowls,Italian
99.97,40.4,100.0,53.9,34.2,25.76,0.0,18444,Ravioli Pasta Salad Recipe,Italian
66.0,84.64,100.0,45.49,55.11,58.42,0.0,28379,Pepperoni Pizza Zucchini Bake,Italian
51.31,100.0,36.13,30.58,35.43,61.99,0.0,590323,Pasta Primavera,Italian
48.95,100.0,64.51,46.68,48.55,50.57,4000.0,18542,Spring Pea Slathered Crostini,Italian
100.0,1.44,0.0,0.0,0.0,80.53,0.0,695448,Green Risotto,Italian
26.21,100.0,29.32,22.54,63.58,56.87,0.0,606062,Roasted Eggplant Parmesan Pocket Sandwiches with Portobello Mushrooms,Italian
46.47,100.0,50.15,53.18,50.67,61.74,0.0,511006,Italian Pork Tenderloin and Potatoes in Crockpot,Italian
54.28,100.0,2.13,1.09,10.21,68.04,0.0,630477,Slow Cooker Cheesy Spinach Lasagna,Italian
35.15,100.0,34.63,29.45,41.3,49.84,0.0,558727,Crispy Potato Gnocchi with Pastrami Ragu,Italian
18.72,100.0,22.94,37.26,27.67,73.33,0.0,696881,Barley Risotto with Fennel,Italian
78.1,67.06,80.8,100.0,43.03,40.25,0.0,474917,Lasagna Bread Pizza {Fridays with Rachael Ray},Italian
21.93,100.0,20.43,29.57,43.59,63.28,0.0,510256,Sunday Slow Cooker: Sausage Gnocchi Soup,Italian
89.9,96.92,48.69,33.47,100.0,90.18,0.0,525027,Easy Skillet Lasagna,Italian
100.0,77.18,54.66,41.52,73.26,84.0,0.0,18121,Sweet Pea Bruschetta,Italian
64.59,57.85,48.87,19.28,34.49,100.0,0.0,622832,Pizza Fish,Italian
94.96,61.75,100.0,49.93,84.99,60.1,0.0,695847,Italian Wedding Soup,Italian
17.68,100.0,9.3,10.22,22.83,73.21,0.0,588194,Roasted Brussel Sprouts,Italian
100.0,38.58,69.31,54.63,34.18,27.62,8200.0,563189,Pumpkin-Chipotle Pizza with Kale and Burrata,Italian
100.0,57.5,69.33,57.87,67.32,67.06,29800.0,578178,Lentil pizza,Italian
70.85,100.0,72.36,54.71,53.67,39.32,0.0,30125,Quinoa Puttanesca,Italian
100.0,48.71,78.62,31.62,50.93,52.8,44700.0,759792,Pasta Primavera Salad,Italian
56.27,88.91,14.38,32.58,83.7,100.0,0.0,868936,The Secret To Perfect Cauliflower Pizza Crust,Italian
100.0,45.81,44.06,56.11,15.76,14.16,17009.7,523323,Single-Serving Pumpkin Quinoa Flake Microwave Muffin,Italian
73.72,100.0,57.1,47.11,56.72,53.06,0.0,555777,Vegetarian Christmas Part 2: Mushroom Lasagna,Italian
100.0,32.94,62.91,53.33,58.5,77.42,0.0,504263,Italian Chicken and Rice Casserole,Italian
83.1,100.0,51.69,90.71,48.7,67.07,0.0,500956,15 Minute Minestrone Soup,Italian
69.32,37.12,100.0,37.24,26.93,59.2,0.0,553001,Italian Rosemary Garlic Spiced Nuts,Italian
25.13,100.0,23.23,21.27,72.66,71.92,0.0,733407,Spring Panzanella with Peas and Fennel,Italian
20.2,100.0,21.21,29.05,69.69,60.91,0.0,745545,Healthy Whole-Wheat Pizza with Arugula Parsley Pesto,Italian
94.43,39.52,100.0,25.42,23.32,85.09,0.0,200948,Dinner for Two: Grilled Garlic Bread with White Bean Shrimp Scampi,Italian
64.04,100.0,66.99,43.52,57.84,70.61,5950.0,543711,Kale and Quinoa Minestrone,Italian
23.5,100.0,28.87,27.45,59.01,59.45,0.0,697100,"Warm Salad of Greens, Italian Sausage & Potatoes",Italian
21.98,89.93,8.5,9.48,20.8,100.0,14900.0,586989,California Pizza Kitchen's Original BBQ Chicken Chopped Salad,Italian
62.88,100.0,57.7,55.52,37.61,39.29,3700.0,758993,Minestrone with Sun-Dried Tomatoes and White Beans,Italian
77.85,34.77,100.0,25.42,23.32,30.74,14900.0,516213,Whole Wheat Vegetarian Pizza,Italian
59.34,100.0,34.06,43.76,86.9,60.79,0.0,584193,Creamy Pumpkin Pasta with Peas and Toasted Walnuts {Vegan},Italian
53.96,19.72,47.54,48.86,97.72,100.0,0.0,802076,Italian Split Pea Stew with Cauliflower,Italian
100.0,3.77,0.0,0.0,0.0,82.41,314900.0,482586,Garlic Roasted Italian Sausage with Winter Vegetables,Italian
43.18,82.1,33.45,14.54,23.5,100.0,0.0,666797,Spinach Lasagna Roll-Ups,Italian
67.43,100.0,45.66,65.53,51.51,63.45,0.0,626234,"Italian Chopped Salad with Tuna, Artichokes & Cannellini Beans {$2500 Giveaway!}",Italian
16.73,81.01,32.13,15.5,17.84,100.0,0.0,495352,Mushroom and Kale Lasagna with Rosemary Cashew Sauce,Italian
56.47,100.0,68.94,45.81,56.64,56.06,0.0,20373,Skillet Gnocchi With Chard & White Beans,Italian
92.8,49.87,100.0,55.56,31.84,19.39,0.0,698559,Italian Potato Salad,Italian
29.85,100.0,28.32,30.36,58.14,53.53,5950.0,521479,Pumpkin Pie Smoothie,Italian
43.62,100.0,38.11,35.71,41.36,51.19,0.0,548866,Italian Eggs Over Polenta – 6 Points,Italian
63.48,67.95,100.0,40.89,35.2,51.23,0.0,8293,Arugula Ravioli,Italian
38.21,100.0,11.69,16.13,25.63,79.91,0.0,773835,Tomato Onion Flatbread Pizza,Italian
68.53,34.86,69.5,52.83,100.0,70.07,0.0,611683,Taleggio Ravioli with Garlicy Butter Kale and Mushroom Sauce + Toasted Pine Nuts,Italian
54.97,100.0,36.56,33.73,45.65,55.52,11900.0,36438,Pumpkin And Baby Spinach Risotto,Italian
100.0,0.24,0.0,0.0,0.0,64.11,98100.0,573267,Smoked Salmon Carbonara,Italian
55.02,100.0,66.07,71.1,31.43,41.83,0.0,15082,"Escarole, Kale, White Bean, And Tomato Lasagna",Italian
19.83,100.0,17.86,10.72,46.53,60.3,0.0,679953,Pumpkin Pie Smoothie Bowl,Italian
54.81,100.0,87.04,53.31,69.73,82.4,0.0,107740,Italian Style Stewed Tomatoes -Good for Canning,Italian
23.87,100.0,51.29,71.58,49.24,50.26,0.0,482439,Italian Sausage and Bean Soup,Italian
83.66,100.0,79.7,30.86,66.57,66.73,161225.0,793499,Summer Minestrone Soup,Italian
23.51,100.0,9.52,10.63,23.32,90.94,14900.0,720085,"Pasta with Italian Chicken Sausage, Peppers and Escarole Skinnytaste",Italian
55.99,100.0,71.62,35.02,80.76,68.01,0.0,36463,Creamy Avocado Barley Risotto,Italian
76.9,97.07,61.61,66.76,100.0,81.3,0.0,551081,Healthy Pizzeria Style Ground Beef and Green Olives Pizza,Italian
54.71,100.0,43.1,38.42,56.86,63.47,300000.0,202823,Cauliflower Puttanesca,Italian
50.49,68.47,52.77,42.58,100.0,50.09,5950.0,548211,Spinach and Mushroom Lasagna – 8 Points,Italian
30.71,100.0,32.79,47.85,70.57,65.83,7450.0,698055,Hearty Minestrone,Italian
28.48,100.0,35.47,55.34,57.74,54.11,0.0,248578,Champorado Infused with Ginger and Thai Chili (Vegan and Gluten-Free Chocolate Risotto),Italian
42.01,100.0,36.96,15.85,34.56,62.97,0.0,248207,Protein Packed Pizza,Italian
44.88,100.0,79.11,34.9,53.39,64.84,0.0,532783,French Bread Pizza,Italian
35.82,100.0,42.17,32.57,65.06,52.16,0.0,380105,Italian Broccoli,Italian
34.68,63.54,25.47,12.57,16.18,100.0,29800.0,509692,Artichoke Lemon Pesto Lasagna (not strict paleo),Italian
40.44,73.56,20.68,35.63,42.61,100.0,14900.0,199108,Dinner Tonight: Italian Farro Salad with Roasted Vegetables,Italian
45.66,100.0,43.46,42.86,37.48,62.28,90625.0,573113,Pear & Blue Cheese Pizza with Arugula and Hazelnuts,Italian
48.77,3.77,0.0,0.0,0.0,100.0,0.0,506258,Butternut Squash Pizza,Italian
40.96,100.0,30.0,49.04,27.07,85.78,0.0,716599,Ribollita with Italian Sausage,Italian
94.03,77.12,66.06,44.43,75.28,100.0,0.0,570227,Lasagna Rolls,Italian
28.66,77.38,27.46,28.11,50.39,100.0,0.0,771995,Spinach and Mushroom Lasagna,Italian
37.57,100.0,55.29,37.31,47.65,57.44,0.0,566171,Spinach and Artichoke Dip Pizza,Italian
29.22,63.9,63.53,48.03,36.05,100.0,0.0,217773,Healthier risotto primavera,Italian
30.21,100.0,21.07,23.96,60.42,53.9,11900.0,71400,Pizza Pot Pie,Italian
52.9,65.98,46.29,33.62,50.48,100.0,0.0,602710,Tex Mex Skillet Lasagna,Italian
68.04,100.0,71.12,37.61,50.29,59.71,7450.0,696477,Florentine Ravioli,Italian
43.85,2.07,16.22,100.0,2.22,16.23,0.0,548225,Avocado Pita Pizza with Cilantro Sauce,Italian
63.9,100.0,50.9,66.42,80.36,76.01,0.0,563042,Spinach and Swiss Chard Ravioli Nudi Over Simple Tomato Sauce,Italian
59.16,100.0,81.84,35.45,60.42,61.77,0.0,973362,"Spaghetti Squash with Mushrooms, Kale and Cashew Alfredo",Italian
47.63,100.0,22.75,33.55,80.13,83.16,0.0,794995,Italian Chicken Chopped Tacos,Italian
60.58,66.18,100.0,29.24,24.43,55.1,22350.0,473895,Rigatoni Brussel Sprout Bake + Figs,Italian
