sweetness,saltiness,sourness,bitterness,savoriness,fattiness,spiciness,id,title,cuisine
31.87,100.0,31.52,37.31,79.42,75.44,0.0,541681,Italian Tempeh & Sweet Pepper Pasta,Mediterranean
100.0,65.38,65.44,58.16,86.06,77.13,0.0,573620,Quick Broiled Barramundi Fillets with Puttanesca Sauce,Mediterranean
42.46,100.0,20.14,34.45,42.15,50.1,24600.0,545398,Tuna Salad Nicoise,Mediterranean
39.43,100.0,36.31,40.53,52.02,84.0,7400.0,315550,Squash and Spinach Lasagna,Mediterranean
56.86,30.26,89.35,36.06,21.67,100.0,0.0,609879,Ratatouille,Mediterranean
100.0,40.47,27.45,59.41,10.02,32.71,0.0,715262,"Veggie Pate – gluten-free, dairy-free, vegan",Mediterranean
84.18,33.91,100.0,28.12,25.61,27.04,7450.0,751608,"Ricotta, Arugula and Grape Pizza with Pine Nuts and Lemon Oil",Mediterranean
48.67,100.0,85.22,49.27,35.91,83.84,150000.0,578501,Greek chickpea salad,Mediterranean
48.86,100.0,19.62,29.09,65.5,74.47,3725.0,511814,Slow-Cooker Barley and Chickpea Risotto,Mediterranean
100.0,71.66,44.27,33.18,72.56,87.88,0.0,697278,Pizza Roll-Up Bento Lunch,Mediterranean
78.08,92.35,100.0,42.25,85.63,66.95,0.0,512697,Roasted Chicken and Mushroom Pesto Pizza,Mediterranean
41.22,100.0,9.89,6.85,46.25,46.14,5950.0,608470,Pesto Pizza with Fresh Tomatoes and Mozzarella and Perfect Pizza at Home,Mediterranean
38.97,100.0,19.97,35.55,39.66,61.6,5950.0,687512,Easy Lasagna Soup,Mediterranean
60.55,100.0,49.27,58.16,50.18,68.46,11339.8,684566,The Easiest Cauliflower Pizza Crust,Mediterranean
70.23,33.33,100.0,31.99,38.79,30.65,0.0,702346,Greek Penne and Chicken,Mediterranean
76.26,61.74,100.0,44.86,47.86,43.73,1694950.0,507195,Simple Cast Iron Skillet Ratatouille,Mediterranean
20.15,100.0,14.5,16.74,55.41,66.04,14900.0,715769,Broccolini Quinoa Pilaf,Mediterranean
85.8,61.77,100.0,80.38,36.45,38.6,0.0,592944,Marie’s Crock Pot French Dip,Mediterranean
69.91,90.85,50.59,100.0,36.76,67.33,10125000.0,539682,Winter Minestrone Soup,Mediterranean
44.64,100.0,56.42,35.4,65.45,59.76,0.0,36865,"French In A Flash: Rustic Roast Duck With New Potatoes, Sugar S",Mediterranean
92.05,100.0,44.15,40.17,82.08,79.51,32800.0,552647,Greek Vegetable Salad with Homemade Greek Vinaigrette,Mediterranean
33.64,100.0,33.7,52.83,31.68,51.5,29800.0,985987,Pasta Primavera,Mediterranean
49.67,100.0,67.98,51.39,45.76,60.41,0.0,532911,Boozy Slow-Cooker French Dips,Mediterranean
76.42,100.0,72.07,34.28,58.41,58.16,0.0,772904,Sunny's Beer-Battered Eggplant Fries with Nunya Business Tzatziki Dip,Mediterranean
22.59,56.87,24.1,1.29,18.1,100.0,0.0,90041,Tuna Salad Nicoise,Mediterranean
33.15,100.0,27.51,22.75,31.45,64.46,0.0,550020,Simple Crispy Basil Caramelized Garden Vegetable + Fontina French Bread Pizza,Mediterranean
100.0,21.64,30.46,24.42,24.98,70.46,0.0,89811,Tuna Nicoise Salad Jars,Mediterranean
94.56,39.5,100.0,30.85,36.12,26.58,29800.0,730958,Grain-Free Chia Buckwheat Pizza,Mediterranean
44.66,58.81,17.49,34.21,19.52,100.0,0.0,967795,The Easiest Cauliflower Pizza Crust,Mediterranean
47.5,100.0,33.05,26.39,34.21,61.38,0.0,697959,Broccoli with Caramelized Shallots,Mediterranean
59.7,62.81,34.52,34.06,72.65,100.0,0.0,508453,OSSO BUCO,Mediterranean
98.01,84.94,100.0,51.39,41.98,46.09,5950.0,510437,Sweet and Spicy Pizza Puffs,Mediterranean
48.65,100.0,83.97,42.47,35.63,76.15,1487.5,510424,Sunday Slow Cooker: Italian Beef,Mediterranean
38.7,100.0,53.38,26.05,71.08,52.21,0.0,23782,Eggplant & Fennel Calzones,Mediterranean
33.77,100.0,37.93,12.96,74.04,56.3,14900.0,247787,Crispy Baked Quinoa Crusted Chicken Parmesan,Mediterranean
100.0,27.69,11.54,24.94,21.36,84.71,3500.0,798712,Sweet Potato Carbonara with Kale,Mediterranean
76.27,33.66,100.0,34.2,44.0,21.69,0.0,572939,Roasted Balsamic Brussels Sprouts,Mediterranean
50.23,100.0,21.03,8.77,58.46,71.0,18000.0,559161,Pasta Shells with Cauliflower Alfredo Sauce,Mediterranean
100.0,72.36,59.37,50.95,44.07,75.85,14900.0,474282,"Gluten-Free, Grain-Free Mini Pizza Faces",Mediterranean
52.4,31.43,26.86,25.3,45.31,100.0,14900.0,563058,"Butternut Squash, Spinach and Feta Pizza",Mediterranean
100.0,50.96,83.61,33.62,54.17,55.62,44700.0,696804,Caramelized Onion Lasagna,Mediterranean
67.6,32.35,100.0,25.42,23.32,71.78,0.0,826004,Ratatouille,Mediterranean
19.53,100.0,17.2,16.84,46.02,51.18,0.0,553798,Slow Cooker Italian Beef Stew,Mediterranean
39.45,67.23,17.37,21.43,32.92,100.0,0.0,597193,Summertime Pasta Primavera,Mediterranean
41.1,18.99,100.0,57.36,14.37,79.29,2975.0,693888,Olive Garden Pasta e Fagioli Soup Copycat,Mediterranean
84.51,46.85,100.0,43.42,56.81,52.81,7450.0,759797,Mushroom Ravioli with Green Pea Purée,Mediterranean
72.3,23.35,99.84,47.24,15.43,100.0,14900.0,559069,Greek Chicken Red Quinoa Salad,Mediterranean
60.37,93.97,100.0,59.86,69.55,86.92,5950.0,562735,"One-Pot Spaghetti with Greek Tea, Feta, and Kalamata Olives",Mediterranean
67.69,33.6,48.53,34.61,12.53,100.0,0.0,508312,SPAGHETTI AND ITALIAN TURKEY MEATBALLS,Mediterranean
68.53,100.0,66.16,47.82,57.02,69.44,5950.0,114398,Italian Style Rice and Beans,Mediterranean
55.14,82.94,58.29,23.13,16.18,100.0,0.0,842683,Italian Turkey Meatball Minestrone Soup,Mediterranean
100.0,49.71,8.05,42.28,1.98,51.35,0.0,47066,Vegan No-bake Lasagna With Cashew-basil Ricotta,Mediterranean
82.51,100.0,55.51,39.79,37.94,59.47,14900.0,567684,Tuna Pizza,Mediterranean
85.06,50.23,100.0,45.05,59.6,55.09,14900.0,745790,Italian Springtime Lamb,Mediterranean
64.39,81.27,58.5,31.64,61.41,100.0,0.0,604126,Raw or cooked ratatouille,Mediterranean
71.68,32.36,100.0,34.47,44.65,37.16,0.0,764865,Clean Eating Italian Chickpea Quinoa Salad,Mediterranean
42.37,100.0,15.55,16.72,10.54,53.91,0.0,405344,Butternut Squash and Pork Lasagna,Mediterranean
100.0,2.19,25.88,23.02,10.95,67.21,0.0,626796,Baked Gnocchi with Spinach and Mushrooms (Dairy Free),Mediterranean
71.12,46.47,44.86,42.35,77.29,100.0,14900.0,824765,Easy Baked Italian Chicken and Veggie Foil Packets,Mediterranean
100.0,59.3,89.82,73.94,38.91,21.77,0.0,25615,"Risotto With Butternut Squash, Leeks, And Basil",Mediterranean
32.99,100.0,8.48,10.28,39.79,99.06,0.0,965785,Broccoli Rabe with Sweet Italian Sausage,Mediterranean
26.16,100.0,31.99,19.88,60.53,72.42,0.0,606856,Spinach Four Cheese Lasagna Roll Ups,Mediterranean
100.0,38.95,37.56,25.18,50.89,82.78,23800.0,508581,Toasting to Six Years of ‘My Baking Heart’,Mediterranean
100.0,2.66,0.0,0.0,0.0,76.92,0.0,568550,Weeknight Minestrone Soup,Mediterranean
54.59,58.37,100.0,50.5,36.47,62.89,0.0,578249,Bruschetta Chicken Pasta: Easy Weeknight Italian,Mediterranean
82.72,61.91,100.0,75.48,73.05,72.11,5950.0,590060,Layered Ratatouille,Mediterranean
45.86,100.0,72.25,47.07,81.46,66.98,0.0,20386,Winter Minestrone Soup,Mediterranean
89.85,100.0,86.68,50.98,46.16,70.78,34975.0,525447,Butternut Squash Skillet Lasagna,Mediterranean
100.0,37.83,63.87,52.0,60.0,74.19,0.0,720739,Kale Risotto with Farro,Mediterranean
17.46,100.0,3.38,2.72,28.85,61.39,0.0,584159,Chicago-Style Stuffed Pizza,Mediterranean
100.0,12.56,19.24,6.11,8.59,31.68,0.0,615914,Minestrone Verde,Mediterranean
99.76,47.02,24.33,15.63,37.49,100.0,0.0,608094,Creamy Vegetarian Tuscan Bean Minestrone,Mediterranean
18.42,100.0,11.81,13.47,23.32,72.94,0.0,563671,Sweet Potato Vegetable Lasagna,Mediterranean
15.62,100.0,13.57,15.79,65.62,69.74,0.0,206919,French in a Flash: Crunchy Broiled Salmon with Beets,Mediterranean
43.43,100.0,75.91,44.59,58.51,50.42,0.0,107740,Italian Style Stewed Tomatoes -Good for Canning,Mediterranean
53.09,35.93,100.0,39.01,49.75,26.44,0.0,482439,Italian Sausage and Bean Soup,Mediterranean
56.61,100.0,71.14,46.76,61.3,65.49,0.0,793499,Summer Minestrone Soup,Mediterranean
70.64,65.23,100.0,40.78,50.99,51.62,0.0,720085,"Pasta with Italian Chicken Sausage, Peppers and Escarole Skinnytaste",Mediterranean
81.15,35.29,100.0,37.27,51.81,30.71,8522850.0,36463,Creamy Avocado Barley Risotto,Mediterranean
22.62,100.0,24.21,23.28,70.99,60.81,5950.0,551081,Healthy Pizzeria Style Ground Beef and Green Olives Pizza,Mediterranean
27.17,100.0,29.94,23.18,59.38,58.54,0.0,202823,Cauliflower Puttanesca,Mediterranean
59.26,100.0,50.34,77.1,82.59,81.77,0.0,548211,Spinach and Mushroom Lasagna – 8 Points,Mediterranean
35.55,100.0,44.6,37.16,79.98,72.59,0.0,698055,Hearty Minestrone,Mediterranean
16.37,100.0,13.41,15.56,64.7,67.1,0.0,248578,Champorado Infused with Ginger and Thai Chili (Vegan and Gluten-Free Chocolate Risotto),Mediterranean
9.08,100.0,89.81,39.11,8.27,71.62,3500.0,759061,Cold French Lentil Salad,Mediterranean
74.56,59.45,100.0,49.24,62.94,51.31,0.0,587167,Chopped Farro and Kale Greek Salad,Mediterranean
57.9,76.3,100.0,53.34,46.36,64.1,0.0,248207,Protein Packed Pizza,Mediterranean
88.45,19.97,6.51,17.99,2.4,100.0,38700.0,532783,French Bread Pizza,Mediterranean
47.52,100.0,53.57,79.18,60.95,70.39,230950.0,380105,Italian Broccoli,Mediterranean
9.31,4.47,0.0,0.0,0.0,100.0,0.0,509692,Artichoke Lemon Pesto Lasagna (not strict paleo),Mediterranean
96.08,100.0,72.65,76.86,33.61,69.33,14900.0,199108,Dinner Tonight: Italian Farro Salad with Roasted Vegetables,Mediterranean
88.03,45.79,100.0,28.73,34.48,43.7,5950.0,573113,Pear & Blue Cheese Pizza with Arugula and Hazelnuts,Mediterranean
46.5,100.0,17.27,29.18,44.86,66.04,0.0,506258,Butternut Squash Pizza,Mediterranean
100.0,31.88,98.65,25.07,23.0,89.95,0.0,716599,Ribollita with Italian Sausage,Mediterranean
44.17,79.03,32.4,33.11,52.68,100.0,0.0,570227,Lasagna Rolls,Mediterranean
55.84,100.0,50.34,63.61,72.37,74.27,2975.0,537626,Slow Cooker French Dip Panini,Mediterranean
84.48,79.64,43.22,41.4,88.49,100.0,0.0,771995,Spinach and Mushroom Lasagna,Mediterranean
49.79,100.0,69.51,33.31,77.26,61.15,0.0,566171,Spinach and Artichoke Dip Pizza,Mediterranean
54.5,76.92,24.12,15.68,38.17,100.0,0.0,756273,Sauteed Salmon Fillet with Tzatziki and Warm Lentils,Mediterranean
51.11,100.0,40.61,38.08,79.61,84.88,0.0,795193,Vegan Cucumber Noodle Greek Salad,Mediterranean
100.0,53.03,26.29,16.89,40.51,59.35,121862.5,217773,Healthier risotto primavera,Mediterranean
99.97,40.4,100.0,53.9,34.2,25.76,0.0,71400,Pizza Pot Pie,Mediterranean
66.0,84.64,100.0,45.49,55.11,58.42,0.0,602710,Tex Mex Skillet Lasagna,Mediterranean
51.31,100.0,36.13,30.58,35.43,61.99,0.0,709814,Roasted Ratatouille Pasta,Mediterranean
48.95,100.0,64.51,46.68,48.55,50.57,4000.0,696477,Florentine Ravioli,Mediterranean
100.0,1.44,0.0,0.0,0.0,80.53,0.0,22397,Easy French Ratatouille,Mediterranean
26.21,100.0,29.32,22.54,63.58,56.87,0.0,548225,Avocado Pita Pizza with Cilantro Sauce,Mediterranean
46.47,100.0,50.15,53.18,50.67,61.74,0.0,563042,Spinach and Swiss Chard Ravioli Nudi Over Simple Tomato Sauce,Mediterranean
54.28,100.0,2.13,1.09,10.21,68.04,0.0,973362,"Spaghetti Squash with Mushrooms, Kale and Cashew Alfredo",Mediterranean
35.15,100.0,34.63,29.45,41.3,49.84,0.0,714210,Mushroom Spinach and Swiss French Bread Pizzas,Mediterranean
18.72,100.0,22.94,37.26,27.67,73.33,0.0,794995,Italian Chicken Chopped Tacos,Mediterranean
82.62,38.57,100.0,48.58,25.83,75.34,3725.0,611073,Spicy Roasted Ratatouille with Spaghetti,Mediterranean
45.54,100.0,29.04,39.59,39.43,66.4,0.0,473895,Rigatoni Brussel Sprout Bake + Figs,Mediterranean
78.1,67.06,80.8,100.0,43.03,40.25,0.0,204988,Parting Glass Belgian Dubbel (For Intermediate Brewers),Mediterranean
21.93,100.0,20.43,29.57,43.59,63.28,0.0,758105,Late Summer Minestrone with Butternut Squash and Fresh Corn,Mediterranean
52.1,100.0,41.96,38.16,43.07,64.2,0.0,603272,Greek Salad Quinoa Bowl,Mediterranean
89.9,96.92,48.69,33.47,100.0,90.18,0.0,491863,Green Goddess Pasta Primavera,Mediterranean
41.26,100.0,37.24,36.1,44.67,43.82,0.0,75565,Low-carb Turkey Lasagna,Mediterranean
100.0,77.18,54.66,41.52,73.26,84.0,0.0,550021,Steak and French Fry Salad with Blue Cheese Butter + Poached Eggs,Mediterranean
64.59,57.85,48.87,19.28,34.49,100.0,0.0,802968,Greek Potato Salad,Mediterranean
94.96,61.75,100.0,49.93,84.99,60.1,0.0,692504,30-Minute Meal // Light Shrimp Scampi with Kale Pesto // Gluten & Dairy Free,Mediterranean
17.68,100.0,9.3,10.22,22.83,73.21,0.0,569955,Tomato & Sausage Risotto,Mediterranean
100.0,38.58,69.31,54.63,34.18,27.62,8200.0,748331,"Broken Lasagna with Parsley Pesto, Lettuce and Potatoes",Mediterranean
100.0,57.5,69.33,57.87,67.32,67.06,29800.0,695432,Chopped Greek Salad with Chicken for Two,Mediterranean
70.85,100.0,72.36,54.71,53.67,39.32,0.0,762224,Swiss Chard and Caramelized Onion Lasagna,Mediterranean
100.0,48.71,78.62,31.62,50.93,52.8,44700.0,204684,Grilled Ratatouille,Mediterranean
100.0,38.15,79.74,36.88,14.55,42.64,59800.0,678613,Veggie Flatbread Pizza,Mediterranean
56.27,88.91,14.38,32.58,83.7,100.0,0.0,18448,Spring Panzanella Recipe,Mediterranean
21.88,100.0,14.15,16.78,69.63,68.6,4800000.0,565558,Lasagna Soup,Mediterranean
100.0,45.81,44.06,56.11,15.76,14.16,17009.7,23751,Eggplant And Pine Nut Rolled Lasagna,Mediterranean
73.72,100.0,57.1,47.11,56.72,53.06,0.0,775860,Cheesy Spinach and Artichoke Lasagna,Mediterranean
100.0,32.94,62.91,53.33,58.5,77.42,0.0,612113,Slow Cooker Ratatouille Soup,Mediterranean
83.1,100.0,51.69,90.71,48.7,67.07,0.0,792878,One-Pot Italian Chicken & Quinoa,Mediterranean
69.32,37.12,100.0,37.24,26.93,59.2,0.0,694057,Broccoli Rabe & Turkey Sausage Lasagna,Mediterranean
57.16,95.79,53.89,42.14,100.0,98.26,0.0,729296,Strawberry Banana Oatmeal Greek Yogurt Waffles (gluten free!),Mediterranean
25.13,100.0,23.23,21.27,72.66,71.92,0.0,838787,Skillet Gnocchi with Chard & White Beans,Mediterranean
20.2,100.0,21.21,29.05,69.69,60.91,0.0,495605,Grilled Veggie Gyros with Creamy Cucumber Dill Sauce,Mediterranean
94.43,39.52,100.0,25.42,23.32,85.09,0.0,10640,Oven-roasted Balsamic Brussels Sprouts,Mediterranean
34.2,100.0,36.03,24.14,48.96,60.28,0.0,248537,Roasted Brussels Sprout Carbonara,Mediterranean
88.34,96.81,100.0,88.04,38.84,33.89,0.0,667361,Chicken & Veggie Pasta,Mediterranean
33.02,100.0,22.62,33.36,79.68,61.05,14900.0,35997,Baked Risotto with Tossed Green Veggies,Mediterranean
20.08,100.0,23.24,18.63,66.2,62.56,14900.0,484912,Pasta Primavera,Mediterranean
100.0,65.23,99.22,49.19,52.86,58.83,0.0,201808,Skillet Baked Ziti,Mediterranean
85.56,9.47,0.0,0.0,0.0,100.0,0.0,798590,Spiralized Ratatouille,Mediterranean
65.51,100.0,18.21,36.95,17.96,57.95,0.0,248483,Italian Potato Wedges,Mediterranean
92.9,53.54,54.2,47.16,100.0,79.48,0.0,695625,Turkish-Style Pizza,Mediterranean
40.88,100.0,36.66,25.21,53.39,66.73,0.0,28415,Italian Stuffed Artichokes,Mediterranean
53.68,72.5,36.16,100.0,13.37,74.05,0.0,666789,Greek Chicken,Mediterranean
21.68,100.0,27.29,22.73,60.62,72.08,0.0,628542,Winter Tuna Nicoise Salad with Quinoa and Roasted Vegetables,Mediterranean
98.56,34.88,74.32,64.65,27.69,100.0,0.0,592430,Spinach Lasagna Roll Ups,Mediterranean
41.4,100.0,31.76,24.24,60.16,84.23,29800.0,504282,"Turkey Legs, Italian Sausage and Potatoes in the Slow Cooker",Mediterranean
63.25,100.0,61.01,39.61,50.87,80.73,0.0,508023,Minestrone Soup,Mediterranean
57.52,100.0,76.41,45.0,56.12,57.98,33722.35,759299,Roasted Red Pepper Crostini with Balsamic Reduction,Mediterranean
19.21,100.0,19.14,17.08,59.76,68.5,0.0,497505,Grilled Vegetable and Smoked Fontina Pizza,Mediterranean
100.0,26.7,33.06,33.98,67.96,67.96,0.0,10363,Orecchiette With Broccoli Rabe,Mediterranean
48.1,100.0,42.98,69.91,46.77,41.88,0.0,78438,Naked Zucchini Blossom And Potato Quiche,Mediterranean
22.18,100.0,22.23,32.78,78.3,75.73,900000.0,503475,fall minestrone soup,Mediterranean
43.84,100.0,55.41,38.89,66.47,83.67,0.0,695539,Lasagna with Slow-Roasted Tomato Sauce,Mediterranean
62.93,10.03,0.0,0.0,0.0,100.0,0.0,551106,Grilled Eggplant Parmesan,Mediterranean
75.51,76.17,44.8,46.21,77.0,100.0,0.0,716509,Chicken Cacciatore,Mediterranean
77.01,100.0,53.04,35.18,42.84,78.75,0.0,549611,Greek Steak Salad French Bread with Soft Boiled Eggs + Feta,Mediterranean
100.0,17.03,0.0,0.0,0.0,33.7,22350.0,743188,Greek Spinach-Stuffed Chicken,Mediterranean
79.62,73.02,100.0,39.77,31.88,48.7,0.0,578144,Italian Meatball Soup,Mediterranean
48.84,100.0,71.65,53.21,47.01,88.89,0.0,7997,Grilled Tuna Nicoise Salad,Mediterranean
53.12,87.94,42.87,100.0,20.98,29.49,14900.0,473867,No-Bake Zucchini Lasagna,Mediterranean
56.78,100.0,51.91,52.4,67.26,71.77,0.0,498336,Falafel Burgers with Tahini and Tzatziki,Mediterranean
69.94,100.0,61.89,37.26,59.52,69.81,0.0,31985,French Lentil Salad With Goat Cheese,Mediterranean
32.23,100.0,30.42,38.68,45.85,47.85,0.0,609091,Three Bean Greek Kale Salad,Mediterranean
100.0,35.29,16.47,10.58,25.38,71.89,14900.0,204811,"Pizza with Pesto, Ricotta, and Mozzarella",Mediterranean
35.76,12.78,100.0,69.31,28.59,26.9,20850.0,471411,French Lentil Salad with Goat Cheese and Walnuts From 'My Paris Kitchen,Mediterranean
10.94,100.0,18.85,18.14,65.61,56.95,0.0,799479,Greek Lemon Foil Roasted Potatoes,Mediterranean
31.97,100.0,35.8,33.83,62.22,67.28,7450.0,621994,Roasted Vegetable Baked Ziti,Mediterranean
36.72,100.0,58.26,39.57,71.19,71.26,11900.0,246224,Spring Minestrone Soup,Mediterranean
48.07,100.0,44.26,40.24,43.21,50.8,17850.0,628124,Patate al forno (Italian Oven Roasted Potatoes),Mediterranean
100.0,1.53,24.48,21.77,12.53,70.13,0.0,480286,Pumpkin Pie Cocktail,Mediterranean
26.14,100.0,41.88,44.15,48.78,60.03,0.0,742249,French Lentil and Hominy Chili,Mediterranean
16.86,100.0,32.82,47.37,59.29,48.1,0.0,749112,"Pasta Primavera with Beets, Radishes and Radicchio",Mediterranean
36.65,100.0,30.22,24.87,75.46,79.91,7450.0,791938,Strawberry Banana Greek Yogurt Parfaits,Mediterranean
49.82,100.0,35.88,29.6,53.06,71.79,0.0,200822,Skillet Neapolitan Pizza (No Kneading or Oven Required!),Mediterranean
30.48,100.0,28.13,33.09,76.25,78.88,0.0,696724,Salmon Panzanella,Mediterranean
67.05,39.97,100.0,25.5,24.33,26.83,0.0,603688,Perfectly Roasted Lemon Greek Potatoes,Mediterranean
53.18,49.17,12.16,8.42,35.63,100.0,0.0,621,Chickpea Puttanesca,Mediterranean
100.0,31.56,13.13,29.51,14.09,23.1,0.0,574586,Grilled Beef Kabobs with Avocado Cucumber Tzatziki,Mediterranean
43.79,100.0,9.4,4.76,41.73,75.24,0.0,213347,For-the-freezer ratatouille,Mediterranean
100.0,1.38,22.86,20.33,9.68,58.81,0.0,544096,Olive Garden Copycat Minestrone Soup,Mediterranean
32.03,100.0,12.86,21.57,26.05,61.57,0.0,695823,Classic Lasagna,Mediterranean
42.01,100.0,36.96,15.85,34.56,62.97,0.0,138580,Cozze Umbro (Mussels in Italian Tomato Sauce),Mediterranean
36.49,100.0,40.44,64.88,87.23,85.28,0.0,759770,Three-Cheese Zucchini Lasagna,Mediterranean
53.51,20.85,86.25,40.81,13.32,100.0,5950.0,697724,Mock Risotto,Mediterranean
47.85,100.0,47.72,29.1,46.09,81.34,0.0,26726,Filetto Di Pomodoro,Mediterranean
40.98,100.0,29.74,50.38,49.09,65.26,0.0,202802,French in a Flash: Tagliatelle with Zucchini Flower Pistou,Mediterranean
86.12,99.12,54.11,100.0,36.73,40.65,0.0,511374,Warmed Greek Salad,Mediterranean
85.27,28.65,48.28,59.64,100.0,74.99,0.0,516921,"Hearty, Healthy Vegetarian Lasagna",Mediterranean
100.0,88.7,22.03,13.22,57.7,88.97,0.0,219762,Creamy salmon with chunky ratatouille,Mediterranean
85.77,55.1,53.31,35.01,30.82,100.0,20850.0,758649,Raviolo a Mano (Hand Ravioli),Mediterranean
100.0,55.09,38.51,56.42,19.81,34.47,0.0,772933,Sunny's Easy Grilled Ratatouille,Mediterranean
50.97,100.0,39.24,22.13,70.21,95.79,0.0,865195,Salmon Souvlaki Bowls,Mediterranean
58.92,100.0,13.64,41.45,35.54,93.51,0.0,210989,Microwave butternut squash risotto,Mediterranean
19.21,100.0,10.07,9.76,33.58,71.24,14900.0,695081,Mushroom & Butternut Squash Lasagna,Mediterranean
51.09,100.0,52.5,45.19,32.46,55.25,5950.0,203037,St. Benedict Belgian Dark Strong Ale (for Advanced Homebrewers),Mediterranean
40.8,100.0,0.0,0.0,0.0,79.3,0.0,710859,Skinny Lasagna Rolls,Mediterranean
70.12,100.0,68.47,39.74,46.39,71.62,0.0,482866,Superfood Pizza,Mediterranean
74.82,100.0,61.81,42.17,65.95,54.4,0.0,492865,Sweet Potato Gnocchi,Mediterranean
55.16,100.0,47.76,40.23,43.42,68.15,11900.0,36590,Easy Creamy Tomato Barley Risotto,Mediterranean
16.84,100.0,26.41,20.9,41.42,64.82,9000.0,207753,French in a Flash: Parsnip Purée with Olive Oil and Sage,Mediterranean
20.87,100.0,25.92,31.68,71.05,58.78,0.0,593764,Vegetarian Pasta Fagioli Week 4,Mediterranean
58.07,100.0,6.95,5.6,39.96,64.29,17125.0,695092,Florentine Lasagna Roll-Ups,Mediterranean
73.17,99.9,27.51,9.99,23.0,100.0,0.0,879454,Broccoli Rabe Pasta with Golden Garlic,Mediterranean
58.52,100.0,85.22,43.74,57.1,60.74,0.0,793046,Grilled Greek Souvlaki Bowl with Cauliflower Rice,Mediterranean
63.53,100.0,43.34,17.07,70.57,67.56,0.0,543703,Caprese Lasagna Roll Ups,Mediterranean
47.19,100.0,80.62,83.84,46.16,77.26,0.0,507135,Crispy Gluten-Free & Vegan Pizza Crust,Mediterranean
18.61,100.0,9.47,10.47,23.59,66.75,0.0,431110,Greek Pasta Bake,Mediterranean
82.65,31.87,51.02,54.79,100.0,68.66,40000.0,610833,Quinoa Ratatouille,Mediterranean
68.37,100.0,56.0,94.07,34.38,65.28,37250.0,591327,Oven Roasted Ratatouille,Mediterranean
