sweetness,saltiness,sourness,bitterness,savoriness,fattiness,spiciness,id,title,cuisine
42.36,100.0,69.97,40.18,60.42,78.43,169350.0,603181,chimichurri chicken salad,Latin American
94.09,100.0,89.53,32.73,69.74,87.49,79450.0,4003,Mahi Mahi Ceviche With Coconut Milk,Latin American
16.91,100.0,28.22,16.93,59.41,85.2,3375000.0,1014561,Vegetarian White Bean Mushroom “Meatballs” with Chimichurri Sauce,Latin American
16.72,100.0,26.61,21.95,65.71,64.39,0.0,823540,Chimichurri Avocado Pasta with Pan Seared Shrimp,Latin American
15.95,100.0,28.04,16.82,59.03,73.2,0.0,568566,Flank Steak with Chimichurri Sauce,Latin American
1.43,4.18,0.0,0.0,0.0,100.0,0.0,889812,Chimichurri Steak Quesadillas,Latin American
85.19,4.45,0.0,0.0,0.0,100.0,0.0,1105312,Chimichurri Grilled Steak and Vegetable Rice Bowls,Latin American
16.26,100.0,27.13,14.64,66.42,52.24,0.0,791632,Chef John's Chimichurri Sauce,Latin American
100.0,80.88,90.28,91.38,72.11,83.78,0.0,1119295,Grilled Vegetables with Chimichurri Sauce,Latin American
19.42,100.0,15.78,15.05,23.62,79.33,0.0,548348,Shrimp Ceviche with Avocado – 4 Points,Latin American
39.62,100.0,23.51,46.24,46.54,47.57,0.0,226123,Guineo Soup (Sopa de Guineo),Latin American
22.22,100.0,25.77,10.01,74.01,77.22,0.0,102119,Vegetarian Ceviche,Latin American
23.73,100.0,36.22,19.5,59.64,56.16,8200.0,1128256,Chimichurri,Latin American
4.83,1.43,0.0,0.0,0.0,100.0,0.0,195297,Coctel De Camarones (Colombian-style Shrimp Ceviche Cocktail),Latin American
59.66,4.76,47.33,26.93,5.11,100.0,0.0,145061,Churrasco with Chimichurri Sauce,Latin American
25.55,100.0,13.32,16.47,69.74,80.32,4000.0,363628,Simple Sirloin Steak With Chimichurri,Latin American
19.83,74.21,20.18,12.11,42.49,100.0,33850.0,295616,Carne Asada Torta (Poc Chuc Torta),Latin American
22.5,100.0,21.33,32.5,46.88,51.04,0.0,506476,Skirt Steak and Corn with Chimichurri,Latin American
15.74,100.0,27.87,16.72,58.66,60.76,0.0,240376,Chimichurri Pesto,Latin American
16.61,100.0,28.18,16.91,59.32,88.2,2250000.0,384500,Chicken and Shrimp with Pancetta Chimichurri,Latin American
20.95,100.0,14.32,19.73,68.41,55.28,29800.0,1670633,Chimichurri Roasted Chicken and Potatoes,Latin American
11.91,100.0,10.39,11.94,70.4,74.99,88087.5,650225,Liz's Lomo Saltado,Latin American
32.48,100.0,30.86,20.85,58.68,72.76,0.0,915121,Marinated Flank Steak with Asian Chimichurri Sauce,Latin American
15.14,100.0,29.05,20.71,54.89,46.52,0.0,1497843,Classic Ceviche,Latin American
28.84,89.3,37.36,100.0,51.19,76.71,468300.0,524927,Banana Bread Tres Leches Cake,Latin American
63.61,100.0,74.52,45.67,62.52,94.6,0.0,423758,Flank Steak with Cranberry Chimichurri,Latin American
26.1,100.0,31.15,16.98,49.48,61.47,0.0,729295,Shrimp Ceviche,Latin American
100.0,2.53,47.38,30.87,1.4,97.99,200000.0,1136586,Chimichurri Sauce (That You’ll Want To Pour On Everything!),Latin American
65.17,100.0,13.1,16.2,68.59,74.78,0.0,84897,Classic Peruvian-style Fish Ceviche,Latin American
19.7,100.0,16.94,10.95,44.06,66.15,0.0,889339,Orzo Salad with Chimichurri Sauce,Latin American
21.98,4.85,12.85,3.28,3.05,100.0,29800.0,349744,Peruvian Fish Ceviche,Latin American
38.15,100.0,34.86,71.65,35.33,65.68,0.0,81621,Dinner Tonight: Skirt Steak With Chimichurri Sauce,Latin American
80.02,15.03,95.48,100.0,5.55,17.04,87500.0,361361,Taylor Bay Scallop Ceviche,Latin American
2.31,4.21,0.0,0.0,0.0,100.0,0.0,1086663,Beef skewers with chimichurri rice salad,Latin American
37.78,84.04,40.71,58.56,35.92,100.0,0.0,1735255,Chimichurri Chicken,Latin American
27.7,100.0,14.55,26.49,65.78,63.01,151862.5,81417,Carne Asada,Latin American
7.2,6.07,100.0,71.01,6.93,72.66,0.0,471160,Argentinian Brisket With Chimichurri From 'Joy of Kosher,Latin American
47.23,100.0,60.11,24.08,60.94,76.67,17684.85,322309,Grilled Chicken and Veggies with Chimichurri Sauce,Latin American
15.95,100.0,28.04,16.82,59.03,73.2,0.0,726643,Mushroom Ceviche,Latin American
15.58,100.0,28.03,16.81,59.0,64.64,40000.0,511849,Shrimp Ceviche,Latin American
19.55,100.0,21.34,26.99,41.9,66.8,75000.0,1624623,Simple Grilled Steak with Chimichurri,Latin American
78.47,39.85,100.0,36.55,23.92,17.17,2250000.0,622370,Carne Asada Fries,Latin American
23.47,100.0,28.03,16.82,59.01,80.87,0.0,534517,Kale Chimichurri Sauce,Latin American
100.0,19.4,56.2,14.28,13.1,20.69,161900.0,741139,Gaucho Steak with 4-Herb Chimichurri,Latin American
22.82,100.0,16.98,13.09,37.67,86.45,108400.0,687713,Chimichurri Roasted Chicken,Latin American
100.0,33.32,88.55,22.51,20.65,34.99,156950.0,97227,Grilled Lamb Chops and Mint Chimichurri,Latin American
51.27,20.34,55.0,13.98,12.83,100.0,7400.0,309734,Grouper Ceviche with Jicama and Avocado Slaw,Latin American
9.35,1.42,0.0,0.0,0.0,100.0,22350.0,226653,Arepa con Huevo y Jamon Gratinada (Arepa with Egg and Ham Al Gratin),Latin American
34.19,100.0,44.79,20.51,59.84,70.35,0.0,892076,Chimichurri Sauce (and Marinade!),Latin American
13.48,89.99,10.2,19.77,67.65,100.0,0.0,1617503,Carne Asada,Latin American
29.58,100.0,27.79,16.67,58.49,66.77,11359.85,736628,Carne Asada Naan Pizza Bites,Latin American
27.81,97.56,55.63,100.0,42.28,45.22,81900.0,482846,Spicy Chilean Pebre,Latin American
16.12,100.0,27.62,16.57,58.15,83.87,3725.0,905127,Easy Chimichurri,Latin American
34.18,100.0,14.69,27.16,60.04,84.61,123.2,598485,Carne Asada Nachos,Latin American
3.0,2.79,0.0,0.0,0.0,100.0,0.0,329655,Flank Steak Crostini with Chimichurri and Vidalia Relish,Latin American
35.79,72.67,25.74,26.4,33.37,100.0,73500.0,613381,Grilled Chimichurri Steaks,Latin American
23.87,100.0,43.09,59.66,58.57,52.92,345000.0,879061,Carne Asada Tostadas with Pistachio Chimichurri,Latin American
23.5,100.0,17.08,26.71,58.35,58.95,553525.0,330362,Shrimp and Mahi Mahi Citrus Ceviche,Latin American
23.09,100.0,25.95,10.08,74.54,60.34,0.0,118809,Chimichurri Sauce from Argentina # 2,Latin American
100.0,3.43,40.3,26.97,0.72,89.09,76475.0,1866,Fish Stew with Arepa Dumplings,Latin American
50.05,59.9,12.15,11.36,11.64,100.0,147000.0,767322,Salmon Burger with Dill/Caper Tartar Sauce and Red Onion Ceviche,Latin American
21.71,100.0,27.65,16.59,58.21,79.43,8200.0,102401,Carne Asada Soft Tacos,Latin American
51.95,100.0,42.09,77.03,68.98,99.23,0.0,226339,Plantain Soup (Sopa de Plátano),Latin American
14.65,100.0,39.14,36.02,64.7,97.34,0.0,707029,Chimichurri Steak Tacos with Pickled Vegetables,Latin American
35.63,51.34,53.26,40.27,30.21,100.0,0.0,199827,Chimichurri Sauce,Latin American
16.9,100.0,34.71,21.55,59.65,64.87,0.0,1459501,Authentic Chimichurri (Uruguay & Argentina),Latin American
14.09,1.48,0.0,0.0,0.0,100.0,98400.0,857763,Avocado Chimichurri Dip,Latin American
27.98,92.28,60.88,47.47,52.98,100.0,7000.0,155516,Ceviche Acapulqueño,Latin American
54.22,4.26,100.0,24.47,13.7,61.82,0.0,923787,"Red Snapper, Shrimp, and Watermelon Ceviche",Latin American
4.0,5.39,25.02,17.77,1.73,100.0,0.0,81306,Carne Asada,Latin American
10.47,39.96,17.91,15.81,21.83,100.0,73500.0,996474,Steaks with Chimichurri (Churrasco),Latin American
27.23,98.91,50.47,100.0,44.47,87.59,0.0,606174,Sopa de Fideo,Latin American
16.11,100.0,27.91,16.74,58.74,51.04,80612.5,1455505,Carne Guisada (Latin Beef Stew),Latin American
32.11,95.01,33.25,19.24,57.08,100.0,73500.0,698212,Chimichurri,Latin American
17.09,92.18,34.88,22.56,53.23,100.0,0.0,150926,Cargamanto and Green-Bean Salad with Chimichurri Dressing,Latin American
1.98,0.8,0.0,0.0,0.0,100.0,0.0,609890,Chimichurri White Bean Hummus,Latin American
4.64,7.23,0.0,0.0,0.0,100.0,0.0,4140,Chopped Ceviche and Mexicola,Latin American
42.47,100.0,63.56,24.51,60.07,90.69,73500.0,603286,Ceviche de Mango (Mango Ceviche) From Ceviche: Peruvian Kitchen,Latin American
19.79,100.0,26.89,19.35,56.26,76.0,11900.0,14288,Skirt Steak With Chimichurri Sauce,Latin American
31.31,100.0,36.23,54.22,66.05,82.8,99000.0,226548,Colombian Yellow Hominy Soup (Sopa de maiz Pelao),Latin American
89.4,2.9,86.33,100.0,21.26,25.45,73500.0,10166,Teja Keeps It Healthy & Fun,Latin American
16.13,100.0,45.83,40.66,64.28,92.94,37250.0,1126157,Crispy Chimichurri Potato Salad,Latin American
54.96,100.0,29.44,34.97,53.2,50.53,34450.0,506153,Coca-Cola Carne Asada Marinade,Latin American
23.4,26.03,0.0,0.0,0.0,100.0,0.0,890178,Grilled Chimichurri Steak Tacos,Latin American
17.82,80.49,7.48,8.35,18.32,100.0,5950.0,144853,Chimichurri Grilling Marinade,Latin American
32.93,100.0,44.88,20.3,58.1,67.05,198000.0,195653,Dinner Tonight: Gallo Pinto,Latin American
87.51,38.18,100.0,30.91,21.34,21.57,562500.0,3683,Day 199: Ceviche from SoBo,Latin American
27.28,28.92,0.0,0.0,0.0,100.0,40000.0,296932,Carne Asada Burrito,Latin American
37.41,100.0,55.45,26.3,64.23,85.19,0.0,86440,Steak and Halibut Chimichurri,Latin American
21.98,100.0,26.02,10.1,74.72,66.11,0.0,16045,Broiled Lamb Chops with Mint Chimichurri,Latin American
35.68,100.0,28.91,20.08,60.4,75.99,18900.0,631912,A Post Thanksgiving “sopa De Tortilla”,Latin American
15.34,100.0,27.32,16.39,57.52,85.43,0.0,1470507,Easy Classic Seafood Ceviche,Latin American
42.44,100.0,20.31,54.09,54.48,49.09,0.0,883481,Margarita Ahi Tuna Ceviche,Latin American
26.71,100.0,31.93,18.55,59.29,90.51,73500.0,297151,Chimichurri Sauce,Latin American
17.08,100.0,31.01,18.96,58.68,88.5,900000.0,1008439,Steak Tacos with Cilantro Chimichurri Sauce,Latin American
16.13,96.11,33.97,21.16,56.93,100.0,0.0,316994,Gaucho Steaks with Chimichurri Vinaigrette,Latin American
94.4,7.71,100.0,45.77,9.39,41.33,0.0,345862,Argentine Chili With Chimichurri,Latin American
24.49,100.0,9.47,10.57,23.18,82.81,0.0,736845,Tilapia Ceviche,Latin American
10.27,100.0,16.72,18.94,70.43,65.97,0.0,296475,Halibut Ceviche,Latin American
20.74,4.86,0.0,0.0,0.0,100.0,0.0,373517,Mahogany Broiled Chicken with Smoky Lime Sweet Potatoes and Cilantro Chimichurri,Latin American
100.0,80.79,69.72,42.63,52.24,65.35,97500.0,145392,Portuguese Coriander Soup (Sopa De Coentro),Latin American
15.56,100.0,28.01,16.8,58.95,60.31,0.0,1113434,Chimichurri Sauce,Latin American
71.47,26.23,68.53,17.42,15.98,100.0,73500.0,1624629,Salmon Ceviche,Latin American
26.15,100.0,35.99,20.37,59.97,51.47,2250000.0,599389,Chimichurri,Latin American
26.08,100.0,28.81,16.48,55.46,77.63,3382450.0,144404,Mushroom Ceviche,Latin American
31.64,100.0,58.55,27.41,58.63,97.88,0.0,1111,Peruvian Ceviche,Latin American
17.51,100.0,27.37,16.42,57.61,72.13,73500.0,541445,Shrimp and Avocado Ceviche in Endive,Latin American
15.38,100.0,27.84,16.7,58.61,80.26,0.0,104357,Sopa De Calabaza,Latin American
19.08,57.12,30.13,30.65,45.79,100.0,5950.0,969703,Char-Grilled Beef Tenderloin with Three-Herb Chimichurri,Latin American
16.25,100.0,27.51,16.5,57.91,73.25,0.0,602020,Crock Pot Carne Asada,Latin American
62.68,4.41,0.47,0.28,0.99,100.0,300000.0,101966,Sancocho With Aji,Latin American
87.13,5.64,100.0,66.53,6.47,38.21,930.0,630718,Mushroom Ceviche Skinnytaste,Latin American
43.61,100.0,34.46,59.47,47.8,63.9,0.0,996935,Best Chimichurri Chicken,Latin American
20.28,100.0,49.91,29.41,60.41,61.57,0.0,3329,Pan-Grilled Halibut with Chimichurri,Latin American
15.32,100.0,28.76,19.0,57.22,48.48,0.0,770560,Shrimp Ceviche,Latin American
70.46,29.49,87.17,22.16,20.33,100.0,16000.0,567653,Grilled Flat Iron Steak with Chimichurri Sauce,Latin American
15.97,100.0,27.23,16.33,57.31,85.25,0.0,1116600,Chimichurri Chicken Kebabs,Latin American
58.46,100.0,70.09,73.62,45.36,38.29,0.0,499681,Shrimp and Scallop Ceviche with Tequila,Latin American
100.0,18.28,10.16,21.96,18.81,61.79,0.0,604220,New York Strip Steak with Chimichurri Sauce,Latin American
100.0,10.9,55.89,28.18,6.43,41.56,22350.0,489870,Lime-Marinated Pork Tenderloin with Chimichurri,Latin American
100.0,14.99,27.85,13.15,9.1,92.04,36750.0,382587,"Grilled Hanger Steak with Smoked Veggies, Barbecue Sauce and Southwest Chimichurri",Latin American
45.54,100.0,12.66,14.23,69.31,99.47,104000.0,605062,Lime Chimichurri Chicken,Latin American
87.55,24.98,100.0,30.59,21.45,18.27,198000.0,643428,Fresh and Simple Swai Ceviche,Latin American
12.84,100.0,20.13,19.91,45.85,91.43,0.0,245222,Shrimp Ceviche,Latin American
35.49,19.63,100.0,55.0,12.69,81.24,99000.0,608397,Low Fat Chimichurri,Latin American
91.5,57.77,100.0,74.24,34.98,31.17,297500.0,226222,Migas de Arepa: A Hearty Breakfast,Latin American
12.33,45.81,20.64,18.22,25.15,100.0,73500.0,1081301,Easy Carne Asada,Latin American
16.54,100.0,27.8,16.67,58.51,84.35,0.0,615219,Sopa de Letras con Pollo (Alphabet and Chicken Soup),Latin American
15.92,55.95,17.14,10.42,34.24,100.0,0.0,23141,Cook the Book: Herb Green Ceviche with Cucumber,Latin American
62.23,4.65,0.0,0.0,0.0,100.0,0.0,769819,Rachael's Chimichurri Chicken Bites,Latin American
14.79,13.29,50.06,35.55,3.47,100.0,5950.0,812281,Simple Shrimp Ceviche,Latin American
27.21,100.0,22.16,40.95,45.91,53.67,0.0,1128255,Avocado Chimichurri,Latin American
88.21,14.02,31.33,7.96,7.31,100.0,520000.0,1072982,Chickpea Casarecce Pasta with Roasted Sweet Potatoes and Chimichurri,Latin American
65.6,82.4,9.66,4.97,46.36,100.0,10125.0,226133,CHICKEN AND RICE SOUP (SOPA DE ARROZ CON POLLO),Latin American
42.39,8.37,0.0,0.0,0.0,100.0,3450000.0,47001,Steak With Mint Chimichurri Sauce,Latin American
0.82,1.35,0.0,0.0,0.0,100.0,0.0,941311,Roasted Winter Squash with Cilantro Chimichurri,Latin American
24.41,59.2,15.33,21.55,22.57,100.0,3375000.0,207629,Cook the Book: Sriracha Ceviche,Latin American
22.84,100.0,28.02,16.81,58.98,93.26,7050000.0,606048,Grilled Flat Iron Steaks with Chimichurri Sauce,Latin American
100.0,11.11,0.0,0.0,0.0,46.92,0.0,144820,Salsa De Cilantro - Pebre,Latin American
10.33,8.3,100.0,71.01,6.93,61.6,11862.5,1730067,5-Ingredient Chickpea Chimichurri Salad,Latin American
15.69,100.0,28.08,16.84,59.1,82.22,258000.0,144456,Argentinean Oak-Planked Beef Tenderloin with Chimichurri Sauce,Latin American
18.78,100.0,17.68,17.82,41.58,65.54,2400000.0,606571,Carne Asada Tortas with Chimichurri Sauce,Latin American
0.71,2.81,0.0,0.0,0.0,100.0,0.0,488364,"Mooli Sabzi Wadi , How to make Punjabi Mooli Sabzi Wadi",Latin American
25.76,93.39,37.08,18.03,54.76,100.0,0.0,42490,Cumin-Pepper Flank Steak with Horseradish Chimichurri,Latin American
72.0,100.0,60.0,33.14,56.33,62.65,0.0,2843,Peruvian Ceviche,Latin American
12.14,6.06,76.22,54.12,5.28,100.0,79450.0,16265,Marinated Lamb with Orange Chimichurri,Latin American
32.59,100.0,33.65,19.34,59.86,93.93,93500.0,779794,Chimichurri Chopped Salad,Latin American
3.69,18.31,0.0,0.0,0.0,100.0,20000.0,1089139,Bavette with chimichurri sauce,Latin American
35.49,19.63,100.0,55.0,12.69,81.24,99000.0,148919,Steak with Chimichurri Sauce,Latin American
30.92,100.0,19.43,28.67,25.06,77.57,0.0,607602,Bacon Wrapped Chimichurri Pork Tenderloin,Latin American
23.12,4.52,0.0,0.0,0.0,100.0,14900.0,247189,Mint Chimichurri,Latin American
21.39,100.0,27.84,16.7,58.6,67.44,17850.0,81477,Steak With Chimichurri Sauce Recipe,Latin American
100.0,9.07,86.29,59.64,3.92,40.24,10130950.0,898843,Grilled Flank Steak with Avocado Chimichurri Sauce,Latin American
22.29,100.0,32.97,18.73,62.5,53.25,79450.0,692681,Chimichurri Chicken & Potato Sheet Pan Meal,Latin American
11.54,100.0,20.38,12.23,69.3,51.29,0.0,549154,Authentic Carne Asada Tacos and $1200 Giveaway,Latin American
30.22,100.0,46.06,25.64,57.15,72.64,0.0,862335,Hanger Steak with Orange-Oregano Chimichurri,Latin American
40.54,100.0,61.6,30.77,59.44,53.32,0.0,1500755,Easy Chimichurri Sauce,Latin American
15.91,100.0,30.16,18.44,57.07,94.62,72000.0,382505,Steakhouse Strip Steaks with Chimichurri,Latin American
21.31,100.0,47.12,30.41,59.58,73.69,0.0,21817,Carne Asada Tacos,Latin American
95.85,80.96,61.16,96.25,54.51,100.0,71850.0,1437799,Chimichurri Chickpea Salad,Latin American
70.48,29.47,87.15,22.15,20.32,100.0,0.0,121820,Ceviche Roll-Ups,Latin American
26.89,90.6,45.69,50.54,53.55,100.0,446250.0,226267,Sopa de Arroz con Carne (Rice and Beef Soup),Latin American
9.17,0.68,0.0,0.0,0.0,100.0,11250.0,338746,Garlic-Rubbed Flank Steak with Chimichurri Sauce,Latin American
20.73,100.0,29.02,17.48,60.12,52.58,74550.0,630754,No-Marinade Carne Asada,Latin American
30.51,14.97,100.0,58.77,11.33,34.21,235250.0,737921,Chimichurri Sauce,Latin American
15.95,100.0,28.22,16.93,59.41,65.11,0.0,637133,Carne Asada Burritos,Latin American
54.98,14.56,100.0,50.44,14.32,57.75,0.0,1030501,Chimichurri Shrimp & Potato Sheet Pan Meal,Latin American
47.79,2.23,67.2,100.0,20.89,54.8,788640.0,1050714,Acorn Squash with Chickpeas & Chimichurri,Latin American
100.0,6.52,39.83,26.66,0.71,88.15,149975.0,555614,Carne Asada Tacos,Latin American
22.5,100.0,25.74,15.46,56.96,81.14,0.0,606183,steak skewers with chimichurri,Latin American
26.25,100.0,36.14,20.42,59.81,57.78,73500.0,551573,Tropical Tuna Ceviche,Latin American
56.57,27.53,65.07,16.54,15.17,100.0,40000.0,1268,Chef Tyson Cole's Ceviche,Latin American
48.84,98.43,49.51,50.12,43.71,100.0,5950.0,226874,Canary Bean Soup (Sopa de Frijoles Canarios),Latin American
18.24,100.0,28.23,16.93,59.42,48.54,16875000.0,248145,Ceviche,Latin American
16.75,100.0,16.86,17.58,39.54,88.78,22350.0,609942,Steak with Chimichurri Sauce,Latin American
52.05,100.0,64.63,18.6,17.4,28.73,102725.0,799628,Brazilian Grilled Flank Steak With Chimichurri Rice,Latin American
79.4,100.0,54.12,33.86,58.75,52.62,17850.0,384707,Grilled Skirt Steak with Green and Smokey Red Chimichurri,Latin American
27.59,100.0,30.99,18.84,61.87,84.35,160000.0,2156,Ceviche,Latin American
23.05,100.0,45.1,27.87,59.98,63.12,1125000.0,3347,Grilled Halibut with Chimichurri,Latin American
88.3,31.85,100.0,25.42,23.32,91.2,35700.0,113707,Aida's - Gallo Pinto,Latin American
28.31,14.66,36.28,9.22,8.46,100.0,0.0,778956,Grilled Flat Iron Steak with Chimichurri Sauce,Latin American
11.43,100.0,17.49,42.24,70.24,63.43,147000.0,573619,Tropical Shrimp Ceviche,Latin American
64.37,16.27,64.49,30.51,9.96,100.0,172400.0,837345,Spicy Brown Rice Seared Tuna Roll Bowl with Mango Chimichurri,Latin American
27.93,100.0,45.77,20.58,59.09,66.82,0.0,696164,Skillet-Roasted Strip Steaks with Pebre Sauce & Avocado,Latin American
16.86,100.0,12.81,14.19,24.22,95.85,0.0,15936,Oven-Roasted Lamb Chops with Mint Chimichurri,Latin American
100.0,15.23,4.66,2.99,7.18,83.13,0.0,97353,Lamb Chops With Cilantro-Mint Chimichurri,Latin American
43.77,100.0,39.31,24.42,58.85,67.47,1125000.0,89962,Ceviche,Latin American
42.24,100.0,20.19,15.44,38.61,63.93,0.0,296467,Halibut Ceviche Salad,Latin American
93.92,38.52,100.0,25.42,23.32,48.58,157500.0,226616,Sancocho Trifásico (Three Meats Sancocho),Latin American
100.0,40.3,40.19,11.96,15.25,90.25,0.0,643055,Flank Steak With Chimichurri Sauce,Latin American
100.0,7.48,62.99,33.14,6.32,38.98,59062.5,195247,Sauced: Chimichurri Sauce,Latin American
72.71,99.33,92.18,59.9,59.23,100.0,14900.0,501981,The most versatile sauce you’ll make this summer ( for chimichurri),Latin American
27.07,6.59,0.37,0.24,0.57,100.0,6750000.0,309244,Ceviche,Latin American
63.01,49.91,60.64,22.33,24.98,100.0,307000.0,252320,Grilled Flat Iron Steak with Chimichurri and Fingerling Potatoes,Latin American
29.74,100.0,44.01,40.12,56.85,66.37,0.0,607560,Carne Asada Fries: Make It a Party,Latin American
15.51,100.0,27.8,16.67,58.51,64.84,0.0,3492,"Alaskan Halibut Ceviche With Cilantro-serrano ""chimichurri"", Cu",Latin American
16.18,100.0,34.19,21.22,58.78,72.29,0.0,530724,Grilled Flank Steak with Chimichurri Butter,Latin American
74.72,100.0,14.83,47.16,53.71,49.9,0.0,493894,Grilled Chicken Chimichurri,Latin American
42.15,98.21,36.22,20.85,59.77,100.0,90000.0,118882,Easy Chimichurri Marinade,Latin American
17.57,100.0,25.91,16.61,51.52,56.88,0.0,6281,Red Snapper Ceviche,Latin American
13.51,75.64,7.86,9.03,53.23,100.0,209800.0,574833,Skirt Steak with Chimichurri Sauce,Latin American
16.38,100.0,27.81,16.68,58.54,49.96,0.0,118895,Beef & Chimichurri Sauce,Latin American
0.99,1.43,0.0,0.0,0.0,100.0,0.0,330133,Skirt Steak Fajita Pita with Chimichurri,Latin American
48.67,100.0,16.79,24.89,53.59,68.38,0.0,1179717,Steak and Potatoes with 5 Minute Chimichurri Sauce,Latin American
100.0,6.71,0.0,0.0,0.0,38.29,11250.0,1632683,Steak Kebabs with Chimichurri,Latin American
0.74,2.81,0.0,0.0,0.0,100.0,0.0,511020,Slow Cooked Carne Asada Tacos,Latin American
36.83,67.45,8.46,10.47,44.31,100.0,0.0,604124,slow roasted pork arepas with quick pickled onions and chimichurri,Latin American
10.26,100.0,18.84,20.26,68.81,90.12,0.0,493956,Mixed Seafood Ceviche,Latin American
35.04,100.0,38.59,59.75,48.78,43.96,245950.0,95055,Sopa De Lentejas De La Tia Julita,Latin American
86.48,38.27,100.0,25.42,23.32,85.72,73500.0,532698,Shrimp and Scallop Ceviche Stuffed Avocados,Latin American
100.0,0.47,14.17,8.92,1.07,15.43,73500.0,144891,Skirt Steak With Red Chile Cilantro Chimichurri,Latin American
6.17,100.0,0.0,0.0,0.0,8.07,246.45,4797,Crisp-skinned Salmon With Chimichurri Sauce,Latin American
11.38,3.37,0.0,0.0,0.0,100.0,61.6,6365,"Ceviche Salad With Avocado, Cilantro And Green Chile",Latin American
15.66,98.32,74.82,61.0,64.45,100.0,0.0,957329,Gaucho-Grilled Steak with Chimichurri Sauce,Latin American
19.31,100.0,32.2,23.66,65.39,63.95,0.0,595624,Scallop Ceviche,Latin American
3.32,8.62,0.0,0.0,0.0,100.0,0.0,528610,Simple Salmon Ceviche,Latin American
35.72,100.0,11.78,16.25,27.0,73.45,0.0,298708,Salted Cod Ceviche,Latin American
26.43,12.71,100.0,62.8,9.88,51.15,135750.0,904189,Grilled Pork Tenderloin with Charred Lemon Chimichurri,Latin American
16.15,100.0,28.16,16.89,59.27,70.51,147000.0,667638,Tio’s Chimichurri,Latin American
1.21,7.4,0.0,0.0,0.0,100.0,0.0,298881,Argentinean Steak with Parsley Sauce: Carne y Chimichurri,Latin American
