sweetness,saltiness,sourness,bitterness,savoriness,fattiness,spiciness,id,title,cuisine
51.76,100.0,20.55,37.11,28.18,51.25,3700.0,184302,Chocolate Hazelnut Marshmallow Balls,German
39.15,100.0,32.17,32.71,52.5,46.58,0.0,416282,Authentic German Potato Salad,German
100.0,0.13,13.69,0.0,6.03,22.12,0.0,644488,German Rhubarb Cake with Meringue,German
16.09,100.0,25.75,18.94,60.81,55.73,0.0,372003,German Deli Pizza,German
16.2,100.0,15.89,15.43,70.44,77.24,0.0,1495371,German Potato Salad // No Mayo,German
19.4,100.0,28.95,26.59,62.14,58.41,0.0,386954,Hot German Potato Salad,German
22.41,100.0,37.0,54.85,40.44,98.63,0.0,507692,Black Forest Cake,German
66.24,100.0,43.68,31.65,65.59,73.03,7450.0,592999,Rocky Road Fudge,German
19.82,100.0,11.16,11.6,68.31,96.41,0.0,448045,Holiday Lebkuchen (German Spice Cookies),German
100.0,0.54,15.03,10.09,42.91,81.52,0.0,532996,S’mores Chocolate Covered Pretzels,German
17.76,100.0,9.73,13.0,35.51,69.28,0.0,629401,Black Forest Cake,German
20.64,100.0,25.59,24.44,68.6,62.84,600000.0,907171,German Potato Salad,German
16.46,100.0,39.61,45.04,55.44,32.75,0.0,398227,Quick German Potato Salad,German
28.31,100.0,32.69,24.54,78.75,67.27,0.0,609524,German Strawberry Wine Punch (Erdbeerbowle) for,German
27.07,100.0,21.06,32.43,67.43,78.97,0.0,158637,Black Forest Cake,German
26.4,100.0,9.75,11.64,22.94,71.29,300000.0,211355,Dark chocolate & cranberry roulade,German
21.81,100.0,10.75,14.25,41.45,67.95,23800.0,135640,German Style Soft Pretzel,German
26.51,100.0,14.6,11.18,70.12,66.0,0.0,72169,Chocolate Bits N Pieces Crunch Squares,German
25.31,100.0,25.75,46.45,69.94,96.83,556000.0,124236,Stollen,German
14.57,100.0,10.67,11.8,70.88,73.89,0.0,371349,Classic German Potato Salad,German
19.84,100.0,27.31,16.34,59.12,59.23,0.0,467889,Hot German Noodle Salad,German
11.74,100.0,27.66,22.82,66.39,62.59,0.0,754408,Pumpkin Roulade with Ginger Buttercream,German
19.62,100.0,9.61,10.41,24.75,67.21,0.0,273189,Spooky Gloved Munch Mix,German
18.63,100.0,26.41,27.02,62.98,89.42,0.0,416495,Date Nut Log,German
34.44,100.0,26.32,14.89,71.46,62.62,0.0,1169453,Valentine Pinwheels,German
31.37,100.0,26.15,21.69,62.49,85.68,0.0,158004,Stollen,German
98.64,4.26,1.05,1.28,0.6,100.0,0.0,860216,Funfetti Marshmallow Cereal Bars,German
100.0,1.14,31.91,15.19,4.7,2.58,0.0,673607,S’mores Rice Krispy Treats,German
13.85,6.62,14.91,10.41,4.75,100.0,0.0,604371,Rocky Road Candies,German
45.73,0.25,0.0,0.0,0.0,100.0,0.0,135934,Christmas Stollen,German
24.2,100.0,17.32,18.75,68.6,62.13,0.0,135929,Schnecken (Sticky German Cinnamon Buns),German
14.15,100.0,13.97,16.36,69.24,69.77,0.0,1000889,German Potato Salad,German
23.58,100.0,26.02,41.93,67.09,70.08,7450.0,542361,Almond-Crusted Chicken Schnitzel,German
30.61,100.0,15.13,15.68,66.33,78.47,1067450.0,407294,German Chocolate Ring,German
19.9,100.0,10.85,14.63,23.12,64.9,0.0,603163,S’Mores Rice Krispie Treats,German
17.06,100.0,12.18,11.71,45.15,67.41,0.0,528365,Cake Batter Rice Krispies Treats,German
84.08,34.53,100.0,26.07,25.51,39.72,75000.0,60986,Black Forest Cake,German
43.0,100.0,31.48,65.31,25.3,47.91,0.0,564180,Stollen for,German
59.04,100.0,42.12,20.95,74.37,61.45,96000.0,146777,Mom's Meatloaf With Caramelized Glaze (German Falsche Hase),German
50.83,100.0,44.42,27.31,45.05,77.03,11900.0,92715,"Red Cabbage, German",German
13.28,100.0,17.47,18.74,68.01,66.91,0.0,617303,German Sweet Chocolate Cake,German
25.82,100.0,16.72,11.14,70.35,60.44,1800000.0,878013,Mango & passion fruit meringue roulade,German
30.31,100.0,20.41,18.96,64.43,61.64,14900.0,516489,S’mores Cups,German
15.99,100.0,24.67,18.69,47.37,67.25,11900.0,179719,German Chocolate Surprise Cake,German
29.0,100.0,19.47,18.09,32.19,86.3,300000.0,239424,Basil-Cheese Roulade,German
27.3,16.57,22.55,100.0,12.87,30.54,900000.0,73109,Stollen,German
46.14,100.0,24.22,45.53,52.69,65.03,1750.0,380367,German Potato Casserole,German
17.99,100.0,13.8,12.76,70.66,64.42,0.0,1088907,Stollen muffins,German
38.18,100.0,26.43,40.37,47.98,99.39,14900.0,672219,Stollen,German
18.62,100.0,28.73,26.09,58.14,68.93,0.0,1633847,S’more Bars,German
49.96,90.49,97.29,89.35,36.47,100.0,939500.0,247848,Orange Marmalade Date Fig and Quark Stollen,German
100.0,30.11,30.79,49.07,4.08,34.56,1800000.0,800398,Gluten Free Black Forest Cake,German
18.77,100.0,23.56,19.73,63.8,59.3,1800000.0,232676,German Chocolate-Pecan Pie Bars,German
13.21,100.0,14.7,16.5,68.26,61.45,900000.0,1127279,Mocha Fudge Milkshakes,German
12.16,100.0,10.85,12.31,71.92,74.17,600000.0,958626,Overnight Spiced Stollen Swirl Buns,German
40.9,100.0,30.13,17.86,61.56,71.09,33800.0,182701,White Chocolate Cherry Crunch,German
29.79,100.0,17.56,28.99,36.91,58.42,0.0,870836,German Chocolate Banana Bread,German
24.52,69.53,9.51,12.08,20.28,100.0,0.0,520317,German Chcolate Cake Frosting,German
14.1,100.0,23.19,21.23,58.47,61.32,22350.0,580303,German Pancakes with Homemade Syrup,German
23.63,100.0,9.62,11.11,23.68,70.37,0.0,152322,German Potato Salad,German
71.76,97.34,44.37,51.89,57.54,100.0,7450.0,40130,"German Sausages With Apples, Sauerkraut, And Onion",German
81.62,1.4,3.79,4.6,2.16,100.0,0.0,744258,Black Forest Cake,German
22.68,100.0,9.52,10.62,23.3,80.28,0.0,916806,Black Forest Cake,German
100.0,0.83,0.0,0.0,0.0,42.84,0.0,835446,German Beer Cheese Fondue,German
15.13,100.0,10.56,11.81,52.62,68.88,300000.0,61957,German Chocolate Cheesecake,German
23.16,100.0,10.87,10.85,30.02,70.31,14900.0,1089519,Red berry fruit compote (German rote grütze),German
53.53,82.65,10.14,5.69,48.04,100.0,0.0,522694,The Original German Pancake – This is no Dutch Baby,German
23.47,100.0,10.37,14.02,28.02,66.79,900000.0,209777,Rhubarb Roulade,German
47.72,100.0,52.11,26.73,50.45,64.52,0.0,547401,Stollen,German
17.52,100.0,10.43,9.81,45.7,79.59,600000.0,644477,German Lemon Cake With Cranberry Aka Cranberry Zitronenkuchen,German
18.75,100.0,9.49,10.59,23.23,66.78,0.0,165805,Santa Grahams,German
28.89,100.0,12.68,16.17,71.09,66.94,0.0,863211,Tarte Tatin,German
29.04,100.0,11.43,19.09,42.45,69.55,14900.0,94603,Feinkostgew&uuml;rzsalz (German Spice Mix),German
26.93,100.0,9.53,11.12,25.99,75.14,900000.0,444317,Second-Chance Reubens,German
14.74,100.0,13.25,15.34,68.74,58.3,0.0,386412,Tangy German Potato Salad,German
32.28,100.0,13.92,20.16,59.42,55.99,300000.0,147475,German Potato Salad,German
16.66,100.0,13.83,14.88,36.71,71.66,0.0,136287,German Homemade Bockwurst,German
19.4,100.0,25.74,15.35,57.25,65.38,0.0,386951,Hot German Potato Salad,German
25.02,100.0,11.13,16.69,30.33,66.39,0.0,508773,German Chocolate Bundt Cake,German
14.16,100.0,13.77,15.78,67.14,57.06,2700000.0,619805,German Potato Salad,German
18.11,100.0,13.04,16.16,66.25,57.15,0.0,167371,Slow-Cooker German Red Cabbage and Pork Ribs,German
11.24,100.0,10.54,12.11,71.43,70.23,0.0,108841,Turkey Breast Roulade,German
20.44,100.0,12.65,10.42,51.39,71.12,0.0,146848,German Applesauce Meatloaf,German
100.0,7.81,13.18,12.38,7.36,37.57,0.0,1096205,Zucchini Feta Roulade,German
100.0,26.01,0.0,0.0,0.0,12.38,0.0,497510,German Pancake Topped with Cinnamon and Sugar,German
16.94,100.0,34.41,40.66,58.68,46.89,14900.0,791944,Easy Flourless Black Forest Cake from Scratch,German
57.52,83.75,100.0,69.16,51.8,92.84,0.0,168113,German Pork & Cabbage Casserole,German
38.99,100.0,21.05,28.77,59.28,53.18,0.0,95334,Easy German Style Potato Salad,German
18.23,100.0,20.57,20.85,73.67,69.78,0.0,1074601,German Chocolate Granola,German
15.45,100.0,13.09,14.37,42.13,65.13,0.0,214113,Herby cheese roulade,German
23.47,100.0,21.79,13.53,68.88,66.86,0.0,472225,Christmas: Cranberry Orange Marzipan Stollen Buns,German
52.99,100.0,23.4,17.55,44.82,79.78,0.0,97276,German Lamb in Sour Cream (Crock Pot) (Aka Treasure Trove,German
37.16,100.0,20.73,25.74,62.75,70.4,29800.0,92825,German Bierocks,German
16.47,100.0,19.07,22.73,69.82,64.54,0.0,482837,Cereal Pops,German
38.58,100.0,79.77,54.16,54.58,83.37,14900.0,522884,A la Kartoffelsalat (German potato salad),German
35.94,100.0,26.74,43.18,32.2,57.27,9000.0,71246,Fudgey German Chocolate Sandwich Cookies,German
23.5,100.0,9.74,11.91,27.55,68.4,0.0,821860,Bauernbrot (German Farmer’s Bread),German
17.33,100.0,15.14,11.25,69.39,58.86,0.0,540393,Chocolate Peanut Butter Roulade,German
48.62,100.0,46.62,50.65,42.72,77.95,16400.0,152300,Chicken Schnitzel with Frisée-Apple Salad,German
100.0,0.74,0.0,0.0,0.0,11.68,0.0,1478357,German Potato Salad,German
12.7,100.0,13.47,16.02,69.32,68.65,0.0,147914,German Potato Salad,German
100.0,31.29,9.86,27.28,3.65,9.59,0.0,705080,German Onion Soup,German
22.12,100.0,19.13,40.33,23.93,72.04,0.0,427815,Krispy Easter Eggs,German
71.78,96.32,30.61,10.52,51.06,100.0,0.0,92767,German Cabbage Skillet,German
16.38,100.0,20.9,23.02,76.74,66.54,0.0,389115,Fried German Potato Salad,German
38.89,73.63,11.72,6.87,39.42,100.0,17000.0,133381,German Meat Cakes,German
22.24,100.0,31.91,25.37,68.43,83.13,0.0,437891,Wiener Schnitzel,German
10.94,98.7,25.94,25.28,56.0,100.0,0.0,120705,The Other Kind of German Potato Salad,German
19.42,100.0,14.61,16.1,65.46,55.21,3735000.0,605809,Chocolate Oreo & M&M Cereal Bars,German
14.64,100.0,11.3,12.23,70.97,74.92,0.0,1712145,Reuben Casserole,German
23.61,100.0,9.92,14.53,43.15,71.4,455950.0,318495,German Style Oven Fries,German
24.66,97.06,25.68,18.55,40.39,100.0,0.0,3827,Smoked Mackerel Roulade,German
15.43,78.72,10.12,11.07,52.11,100.0,0.0,426908,Stollen for a Crowd,German
100.0,8.04,74.7,21.3,12.06,16.98,0.0,121775,Radi-salat Mit Speck - German Radish Salad With Bacon,German
31.4,100.0,43.88,26.09,62.95,55.27,1800000.0,316422,Turkey-Pancetta Roulade Sandwiches,German
37.34,100.0,30.72,16.67,70.82,58.66,37250.0,147995,Rouladen or Rinderroulade,German
33.88,100.0,11.81,6.27,51.47,87.15,0.0,762606,"Low Carb Pork Schnitzel with Bourbon, Apple, Mustard Sauce",German
100.0,78.36,95.8,60.83,48.08,46.52,0.0,95485,Elva's Famous German Potato Salad,German
18.18,100.0,9.68,12.31,31.96,69.42,1800000.0,544455,Pop-tart Protein Shake,German
24.31,100.0,9.65,11.68,28.59,68.26,0.0,120788,Kartoffelkloesse (german Potato Dumplings),German
24.47,100.0,9.79,13.51,38.06,69.97,900000.0,886787,Black Forest Cake Overnight Oats,German
12.83,100.0,13.47,16.02,69.32,68.81,0.0,170336,German Potato Salad with Brats,German
19.24,100.0,12.14,12.68,66.86,69.4,0.0,507763,Chubby Hubby Rice Krispies Treats,German
13.71,100.0,13.99,16.38,69.33,79.65,0.0,1168541,German Red Cabbage (Rotkohl),German
21.06,100.0,9.57,10.2,25.36,72.31,0.0,829758,Pilgrim’s Hat Rice Krispies,German
41.41,100.0,17.67,33.26,40.01,88.81,0.0,148094,German Farmer's Breakfast,German
26.34,100.0,23.3,17.69,62.51,81.64,1214900.0,102883,German Noodle Salad,German
100.0,3.88,4.08,5.2,0.12,30.91,0.0,871341,German Fried Potatoes,German
15.69,100.0,19.56,19.76,68.48,99.01,0.0,332675,Roasted Turkey Roulade,German
3.42,100.0,2.89,2.35,4.48,14.21,300000.0,618424,German Chocolate Cookie Bars – Guest Post by gotta get baked,German
26.22,100.0,28.81,21.95,56.91,47.25,33000.0,173531,Healthified Hot German Potato Salad,German
15.63,100.0,24.25,17.53,61.87,54.69,0.0,543464,German Pancakes,German
18.32,100.0,15.35,16.46,71.53,68.21,0.0,120733,German Potato Salad,German
16.14,100.0,15.18,22.89,66.44,62.77,0.0,91328,German Pickled Beet Salad (Vegan),German
49.53,82.04,16.36,9.51,50.77,100.0,0.0,435803,Coconut-Pecan German Chocolate Pie,German
24.29,100.0,18.31,16.14,64.76,83.2,0.0,391293,Honey Lemon Schnitzel,German
15.44,71.99,7.7,7.6,48.29,100.0,0.0,164397,Hot German Potato Salad,German
100.0,1.8,83.49,42.95,5.02,7.6,0.0,519115,German Chocolate-Red Velvet Cake,German
52.5,100.0,41.24,55.69,69.59,49.39,1200000.0,436420,German Cukes and Tomatoes,German
20.16,100.0,9.63,11.94,30.07,68.33,900000.0,198989,Sunday Brunch: German Apple Pancake,German
47.21,100.0,45.51,25.05,36.37,84.27,4000.0,413284,German Sauerkraut Soup,German
25.28,100.0,11.61,12.74,30.31,63.46,600000.0,630585,German Chocolate Macaroons,German
25.31,100.0,9.87,12.61,28.85,67.39,0.0,135285,German Zwiebelkuchen (Onion Pie),German
19.5,100.0,11.15,11.66,68.43,96.58,0.0,585342,Christmas Stollen Wreath,German
15.25,100.0,16.91,22.95,73.85,66.0,0.0,92991,German Warm Cabbage Salad (Krautsalat),German
72.15,84.16,26.19,16.26,54.85,100.0,147000.0,73105,Almond Stollen,German
41.26,100.0,16.3,25.07,60.47,66.89,0.0,611915,Prosciutto and Cheese Stuffed Chicken Roulade,German
24.52,69.53,9.51,12.08,20.28,100.0,0.0,313648,Serrano Ham and Manchego Cheese Roulade,German
24.22,100.0,10.36,14.44,31.77,67.98,22350.0,472321,Deep South German Style Potato Salad,German
21.35,100.0,9.87,13.86,39.69,70.85,2737250.0,1661673,S’mores Crunchwrap,German
18.94,100.0,9.53,10.63,23.33,67.12,0.0,382454,Hot German Potato Salad,German
57.41,77.65,17.26,10.2,49.27,100.0,0.0,586461,Cake Batter Rice Krispie Treats,German
15.99,100.0,12.36,14.25,52.63,63.89,900000.0,137331,German SPAM Casserole,German
56.08,100.0,74.25,63.67,53.35,63.55,0.0,259675,Small Black Forest Cake,German
22.47,100.0,9.99,13.02,30.68,68.29,0.0,248302,Authentic German Potato Salad,German
21.79,100.0,12.31,14.06,51.76,69.04,0.0,442885,German Zwiebelkuchen (Onion Pie),German
19.73,100.0,48.47,20.27,54.32,60.14,0.0,797195,German Chocolate Cheesecake Mousse,German
28.44,100.0,15.11,10.27,68.9,63.43,0.0,1616589,German Potato Salad,German
42.04,100.0,33.4,20.87,56.59,63.75,0.0,988717,German Pancakes,German
27.13,100.0,27.72,34.48,54.35,38.55,22350.0,73102,Stollen,German
33.12,100.0,26.2,38.75,59.45,71.1,0.0,174249,Cereal Cutouts,German
18.77,100.0,22.54,24.95,68.27,57.89,0.0,714612,German Chocolate Cheesecake,German
18.17,100.0,55.58,44.84,65.62,84.22,0.0,53216,Turkey Roulade With Wild Rice And Rhubarb-cherry Stuffing,German
26.83,100.0,21.86,31.23,78.35,68.7,14900.0,667515,S'mores Krispie Treats,German
19.99,100.0,27.94,35.23,62.9,48.43,14900.0,125799,Black Forest Cake With Griottines,German
48.05,100.0,45.05,21.7,60.53,70.8,1200000.0,619990,Bourbon Apricot Pecan Stuffed Pork Roulade,German
100.0,34.97,4.12,2.12,19.76,81.1,0.0,60984,Sourdough Black Forest Cake,German
17.78,100.0,13.16,14.8,68.01,68.61,0.0,1091440,Minced Meat Schnitzel & Sage,German
22.44,100.0,13.67,15.68,37.12,69.34,900000.0,260843,Black Forest Cake,German
13.4,100.0,16.62,18.37,70.07,79.5,0.0,521392,S’mores Milkshake,German
17.95,100.0,20.94,27.5,72.29,69.77,22350.0,968060,Valentine's Crunch Bars,German
27.8,100.0,33.24,22.59,68.53,64.01,0.0,572912,Black Forest Cake with Balsamic and Rum Roasted Cherries,German
12.75,52.56,23.18,100.0,24.66,26.2,300000.0,719866,Oma’s Old-Fashioned Rouladen,German
20.41,100.0,10.11,14.27,36.32,69.14,0.0,199650,Easy Schnitzel,German
16.51,100.0,16.0,41.1,69.73,63.95,14900.0,79121,German Pancakes,German
20.37,100.0,9.53,10.63,23.33,80.03,0.0,770912,Slow-Cooker German Potato Salad,German
100.0,2.0,7.33,0.0,3.23,78.53,0.0,168111,German Potato and Sausage Casserole,German
33.02,100.0,26.86,39.23,59.42,70.99,0.0,1092706,Rouladen,German
24.14,100.0,22.0,50.76,20.84,64.81,0.0,181456,German Sausage and Cabbage Soup,German
36.1,100.0,27.38,18.38,70.88,74.03,0.0,146431,Pork Schnitzel,German
30.04,100.0,34.75,21.37,58.04,53.01,4731760.0,606499,Smoky Panko Schnitzel Bites,German
14.15,100.0,13.31,17.12,72.66,95.39,0.0,1026088,Easy German Potato Salad,German
24.69,100.0,10.95,16.05,29.24,66.13,0.0,485465,Holiday Stuffed Turkey Breast Roulade,German
12.28,100.0,10.48,12.04,71.0,71.55,7470000.0,595776,Greek Chicken Roulade,German
100.0,40.87,94.64,25.8,27.95,44.77,75000.0,95333,Gramma Bonitz's German Potato Salad,German
100.0,3.36,21.39,34.18,9.53,45.69,0.0,442034,Bierock Casserole,German
17.4,100.0,39.65,30.61,56.3,75.09,0.0,891099,German Lentil Soup,German
100.0,2.85,20.29,14.67,6.44,49.87,0.0,187656,Turkey Breast Roulade with Green Chiles and Feta,German
100.0,32.83,25.36,9.66,9.8,86.54,0.0,1605755,Easy Pork Schnitzel,German
100.0,65.47,17.46,44.01,14.84,75.93,0.0,250057,Pesach Mushroom Schnitzel (Pareve),German
26.35,55.21,6.11,3.14,29.31,100.0,83500.0,111621,Chicken Roulade with Olives and Simple Preserved Lemons,German
19.33,100.0,33.27,22.65,62.14,54.57,900000.0,147594,German Beef Rouladens,German
13.69,100.0,19.85,12.26,58.73,62.55,3725.0,981956,Bierocks (German Stuffed Rolls),German
16.37,100.0,10.09,11.25,33.11,63.51,0.0,307066,Veal Schnitzel,German
26.27,100.0,30.95,25.55,65.37,87.21,0.0,30020,Panko-Coated Chicken Schnitzel,German
26.63,100.0,21.21,19.39,66.16,54.29,0.0,585098,Chewy S’mores Bars,German
24.37,100.0,32.55,29.69,77.21,80.48,0.0,529456,Black Forest Cake Protein Smoothie (vegan & gluten free) & A Giveaway,German
17.24,100.0,15.34,12.9,43.1,65.3,0.0,1452245,Chicken Schnitzel Wrap with Everything Bagel Ranch,German
41.43,96.76,26.23,19.79,67.67,100.0,900000.0,92869,German Red Cabbage,German
19.01,79.71,13.71,10.18,45.67,100.0,0.0,516316,Whole Wheat German Brötchen,German
41.28,100.0,32.52,33.93,46.71,86.09,0.0,491388,5 Fun Mason Jar Gift Ideas,German
18.62,100.0,9.81,13.16,36.08,70.1,0.0,706700,Celery Root Schnitzel with Cabbage-Apple Slaw,German
19.33,100.0,29.0,26.64,62.15,58.38,0.0,578961,Muddy Buddies Bars,German
30.25,100.0,18.89,14.49,71.53,66.88,300000.0,1009356,German Potato Salad,German
100.0,3.23,10.34,10.86,2.29,46.74,0.0,608027,German Pancake with Peaches and Buttermilk Syrup,German
37.52,100.0,16.42,29.75,50.86,57.69,0.0,431472,Grandma Schwartz's Rouladen,German
60.72,100.0,99.13,73.78,54.42,56.02,0.0,374670,German Potato Balls,German
17.17,100.0,48.59,40.21,68.6,81.81,0.0,1167367,Beef Rouladen,German
100.0,1.6,0.0,0.0,0.0,66.37,0.0,92471,German Brussels Sprouts Soup,German
24.43,100.0,18.22,20.09,34.42,68.51,0.0,713163,Apfelpfannkuchen (German Apple Pancakes),German
48.5,100.0,35.16,14.63,59.67,74.22,0.0,689161,Turkey Roulade with Bread Stuffing,German
100.0,0.15,11.91,0.0,5.25,41.86,0.0,137781,German Beef Rolls,German
39.63,24.62,100.0,74.53,8.77,20.14,0.0,198579,Grilled Pork Tenderloin Roulade,German
31.19,100.0,14.86,15.19,45.52,80.58,0.0,361321,Pork Schnitzel,German
29.3,100.0,14.6,12.29,29.0,68.47,2975.0,697058,Wolf Pack Ambrosia,German
19.79,100.0,19.88,19.54,56.3,56.95,0.0,763278,German Pancakes,German
17.88,100.0,9.79,13.08,35.72,78.65,0.0,501038,Maple Bacon German Pancakes { Plus Giveaway},German
32.52,100.0,13.7,22.45,59.66,76.62,0.0,389086,Pork Schnitzel with Sauce,German
16.27,100.0,21.55,19.17,68.71,67.51,0.0,173566,German Beets,German
95.6,96.86,27.53,16.84,64.0,100.0,37250.0,404507,German Schwenkbraten,German
100.0,4.17,14.54,0.0,6.41,66.91,0.0,84814,Schnitzel a La Holstein,German
100.0,3.39,83.37,40.07,6.65,47.2,0.0,625159,German Braised Red Cabbage,German
39.86,100.0,67.44,63.38,49.86,52.18,0.0,39014,German Kohlrabi-apple-radish Salad,German
21.25,100.0,19.81,17.6,65.47,70.3,0.0,882229,German Chocolate Chia Overnight Oats,German
52.43,100.0,10.59,12.17,71.75,68.83,1100000.0,840164,German Pretzel Dumplings (Serviettenknödel),German
100.0,30.5,12.34,34.11,4.56,4.33,0.0,404440,German Pork Chops,German
18.85,100.0,11.5,11.85,69.51,70.21,0.0,147692,German Meatballs,German
78.24,90.45,17.99,13.28,58.55,100.0,0.0,413062,German Potato Salad,German
48.27,82.15,16.38,9.52,50.84,100.0,0.0,638493,Chicken/sweet Potato Roulade With Goat Cheese Sauce,German
100.0,11.39,31.66,21.22,12.28,26.04,0.0,121348,German Potato Salad (Ww),German
19.72,100.0,11.73,12.15,69.91,81.54,0.0,619513,Graupensuppe (German Barley Soup),German
14.29,100.0,14.01,16.85,68.54,67.66,0.0,480823,German Cucumber Salad,German
36.82,100.0,87.12,49.83,66.14,58.48,0.0,551766,German chocolate ice cream,German
21.88,100.0,15.6,8.53,68.62,71.82,0.0,419021,Tomato & Bacon Brunch Roulade,German
100.0,48.39,51.54,27.85,30.49,47.33,0.0,147700,Oven German Potato Salad,German
34.85,100.0,36.12,55.97,56.96,55.58,0.0,1461231,German Cucumber Salad,German
20.74,100.0,23.47,28.83,64.57,61.51,5102940.0,1109694,Healthy Chicken Schnitzel,German
19.81,100.0,9.56,10.34,24.73,67.14,0.0,1095834,German Braised Red Cabbage,German
38.0,100.0,30.79,32.7,60.76,54.08,1800000.0,423699,German Sauerbraten Stew,German
100.0,36.72,37.93,17.8,28.74,38.5,0.0,606698,S’mores Milkshake,German
19.25,100.0,9.83,13.1,34.17,69.13,2700000.0,202882,Apple and Rosemary Pork Roulade,German
100.0,1.03,0.0,0.0,0.0,75.14,0.0,374738,German Meatballs,German
51.4,100.0,58.32,96.24,35.91,54.99,0.0,120702,Hot German Potato Salad,German
100.0,0.27,0.0,0.0,0.0,25.86,0.0,389489,Salami Reuben,German
23.03,36.46,10.57,23.66,12.99,100.0,0.0,656819,Pork schnitzel with tarragon cream sauce,German
55.67,100.0,68.59,59.83,51.65,49.84,0.0,99629,Pork Schnitzel With Lemon-Caper Cream,German
15.74,100.0,12.89,15.24,67.09,65.56,0.0,447960,German Oktoberfest Pizza,German
100.0,1.25,38.15,26.24,10.21,38.28,0.0,111316,Jaeger Schnitzel,German
100.0,0.45,0.0,0.0,0.0,19.03,0.0,40640,"Braised Turkey Roulade with Pancetta, Shallots, and Porcini Gravy",German
15.57,85.12,18.88,18.0,57.87,100.0,0.0,157537,Königsberger Klopse - German Meatballs in A Creamy Caper Sauce,German
23.93,78.87,79.22,58.07,52.49,100.0,0.0,210169,Hot German Potato Salad,German
62.53,100.0,28.12,31.1,57.12,63.32,0.0,164403,German Potato Salad with Bratwurst,German
19.11,100.0,34.78,36.81,56.45,47.67,0.0,147552,Oktoberfest Beef Rouladen,German
24.44,100.0,28.35,29.67,68.49,60.19,0.0,1499611,Avocado Schnitzel Breakfast Tacos,German
23.83,100.0,21.93,31.33,78.59,68.69,0.0,773196,German Soft Pretzel Sticks,German
18.4,100.0,41.87,33.32,69.78,70.54,0.0,741448,German Chocolate Cheesecake,German
23.65,100.0,20.03,12.42,70.01,63.24,1230000.0,615741,German Chocolate Ice Cream Pie,German
31.97,100.0,24.06,60.85,31.7,48.96,0.0,116549,Baby Tarts of Blue Cheese (German and Vegetarian),German
35.37,100.0,28.07,27.7,59.77,71.15,0.0,490983,Mocha Fudge Milkshakes –,German
24.61,100.0,10.2,12.63,32.54,68.53,0.0,99676,German Cucumber Salad,German
24.5,100.0,73.52,56.03,73.02,78.86,0.0,470780,Pork Chops German Style,German
30.2,100.0,17.88,11.23,67.42,61.97,0.0,120736,German Potato Salad,German
